"sid","pid","PNUM","uid","TASK","DATASET","timestamp","ixn","code_topic","code_detail","code_datatype","flag_simultaneous","reps_group","reps_all","time","task_start","task_end","task_mins","task_second","relative_time_s","relative_time","reps_multi","REP","rep_simple","rep_type"
"219","3r2sh20ei","P9","74","ixn","space",01:32:28,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","relationship (categorical X categorical)",FALSE,"double-profiler","profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace,",01:32:28,01:08:19,01:32:28,24.1,1449,1449,1449,FALSE,"double-profiler","profile","CHART"
"260","4728sjuiz","P10","110","static","happiness",00:19:15,"FALSE","DATASET","data orientation",NA,FALSE,"dataframe","df_head_4728sjuizhappiness,",00:19:15,00:19:15,00:42:55,23.7,1420,0,0,FALSE,"dataframe","TABLE","CODE"
"261","4728sjuiz","P10","91","static","happiness",00:19:43,"FALSE","DATASET","missing data",NA,FALSE,"none","notebook_text,",00:19:43,00:19:15,00:42:55,23.7,1420,28,28,FALSE,"none","NONE","NONE"
"262","4728sjuiz","P10","107","static","happiness",00:20:42,"FALSE","DATASET","missing data",NA,FALSE,"python","df_nullcount_cols_4728sjuizhappiness,",00:20:42,00:19:15,00:42:55,23.7,1420,87,87,FALSE,"python","CODE","CODE"
"263","4728sjuiz","P10","94","static","happiness",00:20:59,"FALSE","DATASET","missing data",NA,FALSE,"none",NA,00:20:59,00:19:15,00:42:55,23.7,1420,104,104,FALSE,"none","NONE","NONE"
"264","4728sjuiz","P10","109","static","happiness",00:25:50,"FALSE","DATASET","missing data",NA,FALSE,"scatterplot","scatter_resize_full_4728sjuizhappiness,",00:25:50,00:19:15,00:42:55,23.7,1420,395,395,FALSE,"scatterplot","scatterplot","CHART"
"265","4728sjuiz","P10","105","static","happiness",00:27:15,"FALSE","DATASET","missing data",NA,FALSE,"pairplot","pairplot_df_4728sjuizhappiness,",00:27:15,00:19:15,00:42:55,23.7,1420,480,480,FALSE,"pairplot","pairplot","CHART"
"266","4728sjuiz","P10","101","static","happiness",00:27:53,"FALSE","PROCESS","representation comment",NA,FALSE,"pairplot","pairplot_df_4728sjuizhappiness,",00:27:53,00:19:15,00:42:55,23.7,1420,518,518,FALSE,"pairplot","pairplot","CHART"
"267","4728sjuiz","P10","96","static","happiness",00:28:01,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"pairplot","pairplot_df_4728sjuizhappiness,",00:28:01,00:19:15,00:42:55,23.7,1420,526,526,FALSE,"pairplot","pairplot","CHART"
"268","4728sjuiz","P10","119","static","happiness",00:28:26,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"pairplot","pairplot_df_4728sjuizhappiness,",00:28:26,00:19:15,00:42:55,23.7,1420,551,551,FALSE,"pairplot","pairplot","CHART"
"269","4728sjuiz","P10","115","static","happiness",00:28:35,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]",NA,TRUE,"pairplot","pairplot_df_4728sjuizhappiness,",00:28:35,00:19:15,00:42:55,23.7,1420,560,560,FALSE,"pairplot","pairplot","CHART"
"270","4728sjuiz","P10","114","static","happiness",00:28:44,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"pairplot","pairplot_df_4728sjuizhappiness,",00:28:44,00:19:15,00:42:55,23.7,1420,569,569,FALSE,"pairplot","pairplot","CHART"
"271","4728sjuiz","P10","106","static","happiness",00:29:07,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"pairplot","pairplot_df_4728sjuizhappiness,",00:29:07,00:19:15,00:42:55,23.7,1420,592,592,FALSE,"pairplot","pairplot","CHART"
"272","4728sjuiz","P10","118","static","happiness",00:29:37,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",TRUE,"pairplot","pairplot_df_4728sjuizhappiness,",00:29:37,00:19:15,00:42:55,23.7,1420,622,622,FALSE,"pairplot","pairplot","CHART"
"273","4728sjuiz","P10","121","static","happiness",00:30:10,"FALSE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (continuous X continuous)",FALSE,"pairplot","pairplot_df_4728sjuizhappiness,",00:30:10,00:19:15,00:42:55,23.7,1420,655,655,FALSE,"pairplot","pairplot","CHART"
"274","4728sjuiz","P10","98","static","happiness",00:30:23,"FALSE","RELATIONSHIP","relationship form (linearity/non-linearity)","relationship (continuous X continuous)",FALSE,"pairplot","pairplot_df_4728sjuizhappiness,",00:30:23,00:19:15,00:42:55,23.7,1420,668,668,FALSE,"pairplot","pairplot","CHART"
"275","4728sjuiz","P10","100","static","happiness",00:31:08,"FALSE","RELATIONSHIP","relationship range constriction","relationship (continuous X continuous)",FALSE,"pairplot","pairplot_df_4728sjuizhappiness,",00:31:08,00:19:15,00:42:55,23.7,1420,713,713,FALSE,"pairplot","pairplot","CHART"
"276","4728sjuiz","P10","122","static","happiness",00:32:11,"FALSE","RELATIONSHIP","relationship form (linearity/non-linearity)",NA,TRUE,"pairplot","pairplot_df_4728sjuizhappiness,",00:32:11,00:19:15,00:42:55,23.7,1420,776,776,FALSE,"pairplot","pairplot","CHART"
"277","4728sjuiz","P10","90","static","happiness",00:33:19,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"pairplot","pairplot_df_4728sjuizhappiness,",00:33:19,00:19:15,00:42:55,23.7,1420,844,844,FALSE,"pairplot","pairplot","CHART"
"278","4728sjuiz","P10","95","static","happiness",00:33:40,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"pairplot","pairplot_df_4728sjuizhappiness,",00:33:40,00:19:15,00:42:55,23.7,1420,865,865,FALSE,"pairplot","pairplot","CHART"
"279","4728sjuiz","P10","104","static","happiness",00:36:03,"FALSE","PROCESS","plan of action",NA,FALSE,"dataframe","df_corr_pearson_all_4728sjuizhappiness,",00:36:03,00:19:15,00:42:55,23.7,1420,1008,1008,FALSE,"dataframe","TABLE","CODE"
"280","4728sjuiz","P10","85","static","happiness",00:38:47,"FALSE","DATASET","missing data",NA,FALSE,"python","import_np_string_format_4728sjuizhappiness,",00:38:47,00:19:15,00:42:55,23.7,1420,1172,1172,FALSE,"python","CODE","CODE"
"281","4728sjuiz","P10","99","static","happiness",00:41:16,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",TRUE,"pairplot","pairplot_df_4728sjuizhappiness,",00:41:16,00:19:15,00:42:55,23.7,1420,1321,1321,FALSE,"pairplot","pairplot","CHART"
"282","4728sjuiz","P10","116","static","happiness",00:41:32,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",00:41:32,00:19:15,00:42:55,23.7,1420,1337,1337,FALSE,"dictionary","TABLE","CODE"
"283","4728sjuiz","P10","87","static","happiness",00:42:17,"FALSE","PROCESS","representation comment",NA,FALSE,"scatterplot","jointplot_freedom_corruption_4728sjuizhappiness,",00:42:17,00:19:15,00:42:55,23.7,1420,1382,1382,FALSE,"scatterplot","scatterplot","CHART"
"284","4728sjuiz","P10","97","static","happiness",00:42:45,"FALSE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (multivariate)
",FALSE,"scatterplot","jointplot_freedom_corruption_4728sjuizhappiness,",00:42:45,00:19:15,00:42:55,23.7,1420,1410,1410,FALSE,"scatterplot","scatterplot","CHART"
"285","4728sjuiz","P10","86","static","happiness",00:42:52,"FALSE","RELATIONSHIP","relationship range constriction","relationship (multivariate)
",FALSE,"scatterplot","jointplot_freedom_corruption_4728sjuizhappiness,",00:42:52,00:19:15,00:42:55,23.7,1420,1417,1417,FALSE,"scatterplot","scatterplot","CHART"
"286","4728sjuiz","P10","88","static","happiness",00:42:55,"FALSE","PROCESS","plan of action",NA,FALSE,"none",NA,00:42:55,00:19:15,00:42:55,23.7,1420,1420,1420,FALSE,"none","NONE","NONE"
"287","4728sjuiz","P10","102","ixn","space",01:10:00,"FALSE","DATASET","missing data",NA,FALSE,"scatterplot","null_count_plot_4728sjuizspace,",01:10:00,01:10:00,01:32:49,22.8,1369,0,0,FALSE,"scatterplot","scatterplot","CHART"
"288","4728sjuiz","P10","111","ixn","space",01:10:43,"FALSE","DATASET","missing data",NA,FALSE,"python","row_null_check_4728sjuizspace,",01:10:43,01:10:00,01:32:49,22.8,1369,43,43,FALSE,"python","CODE","CODE"
"289","4728sjuiz","P10","92","ixn","space",01:11:52,"FALSE","PROCESS","representation comment",NA,FALSE,"pairplot","pairplot_df_4728sjuizspace,",01:11:52,01:10:00,01:32:49,22.8,1369,112,112,FALSE,"pairplot","pairplot","CHART"
"290","4728sjuiz","P10","120","ixn","space",01:15:21,"FALSE","DATASET","missing data",NA,FALSE,"python","null_row_percentage100_4728sjuizspace,",01:15:21,01:10:00,01:32:49,22.8,1369,321,321,FALSE,"python","CODE","CODE"
"291","4728sjuiz","P10","103","ixn","space",01:15:41,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"pairplot","pairplot_df_4728sjuizspace,",01:15:41,01:10:00,01:32:49,22.8,1369,341,341,FALSE,"pairplot","pairplot","CHART"
"292","4728sjuiz","P10","89","ixn","space",01:15:48,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"pairplot","pairplot_df_4728sjuizspace,",01:15:48,01:10:00,01:32:49,22.8,1369,348,348,FALSE,"pairplot","pairplot","CHART"
"293","4728sjuiz","P10","113","ixn","space",01:16:06,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",TRUE,"multiviewchart","pairplot_df_4728sjuizspace, data_dictionary,",01:16:06,01:10:00,01:32:49,22.8,1369,366,366,FALSE,"multiviewchart","multi-view chart","CHART"
"294","4728sjuiz","P10","112","ixn","space",01:17:42,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X continuous)",FALSE,"pairplot","pairplot_df_4728sjuizspace, intro_text,",01:17:42,01:10:00,01:32:49,22.8,1369,462,462,FALSE,"pairplot","pairplot","CHART"
"295","4728sjuiz","P10","108","ixn","space",01:30:29,"TRUE","PROCESS","representation comment",NA,FALSE,"scatterplot","display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace,",01:30:29,01:10:00,01:32:49,22.8,1369,1229,1229,FALSE,"scatterplot","scatterplot","CHART"
"296","4728sjuiz","P10","123","ixn","space",01:31:15,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"scatterplot","display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace,",01:31:15,01:10:00,01:32:49,22.8,1369,1275,1275,FALSE,"scatterplot","scatterplot","CHART"
"297","4728sjuiz","P10","117","ixn","space",01:32:27,"TRUE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"scatterplot","display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace,",01:32:27,01:10:00,01:32:49,22.8,1369,1347,1347,FALSE,"scatterplot","scatterplot","CHART"
"298","4728sjuiz","P10","93","ixn","space",01:32:49,"TRUE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (categorical X continuous)",FALSE,"scatterplot","display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace,",01:32:49,01:10:00,01:32:49,22.8,1369,1369,1369,FALSE,"scatterplot","scatterplot","CHART"
"299","3r2sh20ei","P9","18","static","happiness",00:18:06,"FALSE","DATASET","data orientation",NA,FALSE,"dataframe","display_dataframe_3r2sh20eihappiness,",00:18:06,00:18:06,00:44:30,26.4,1584,0,0,FALSE,"dataframe","TABLE","CODE"
"300","3r2sh20ei","P9","26","static","happiness",00:18:21,"FALSE","PROCESS","plan of action",NA,FALSE,"dataframe","display_dataframe_3r2sh20eihappiness,",00:18:21,00:18:06,00:44:30,26.4,1584,15,15,FALSE,"dataframe","TABLE","CODE"
"301","3r2sh20ei","P9","14","static","happiness",00:18:27,"FALSE","DATASET","variable metadata",NA,TRUE,"dictionary","data_dictionary,",00:18:27,00:18:06,00:44:30,26.4,1584,21,21,FALSE,"dictionary","TABLE","CODE"
"302","3r2sh20ei","P9","54","static","happiness",00:18:32,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"dictionary","data_dictionary,",00:18:32,00:18:06,00:44:30,26.4,1584,26,26,FALSE,"dictionary","TABLE","CODE"
"303","3r2sh20ei","P9","45","static","happiness",00:18:33,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",00:18:33,00:18:06,00:44:30,26.4,1584,27,27,FALSE,"dictionary","TABLE","CODE"
"304","3r2sh20ei","P9","21","static","happiness",00:18:45,"FALSE","DATASET","data provenance",NA,FALSE,"dictionary","data_dictionary,",00:18:45,00:18:06,00:44:30,26.4,1584,39,39,FALSE,"dictionary","TABLE","CODE"
"305","3r2sh20ei","P9","68","static","happiness",00:18:55,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",00:18:55,00:18:06,00:44:30,26.4,1584,49,49,FALSE,"dictionary","TABLE","CODE"
"306","3r2sh20ei","P9","37","static","happiness",00:19:02,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",00:19:02,00:18:06,00:44:30,26.4,1584,56,56,FALSE,"dictionary","TABLE","CODE"
"307","3r2sh20ei","P9","20","static","happiness",00:19:16,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",00:19:16,00:18:06,00:44:30,26.4,1584,70,70,FALSE,"dictionary","TABLE","CODE"
"308","3r2sh20ei","P9","22","static","happiness",00:19:26,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",00:19:26,00:18:06,00:44:30,26.4,1584,80,80,FALSE,"dictionary","TABLE","CODE"
"309","3r2sh20ei","P9","12","static","happiness",00:19:45,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",00:19:45,00:18:06,00:44:30,26.4,1584,99,99,FALSE,"dictionary","TABLE","CODE"
"310","3r2sh20ei","P9","53","static","happiness",00:19:53,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","data_dictionary,",00:19:53,00:18:06,00:44:30,26.4,1584,107,107,FALSE,"dictionary","TABLE","CODE"
"311","3r2sh20ei","P9","78","static","happiness",00:20:00,"FALSE","DATASET","variable metadata",NA,FALSE,"dictionary","display_dataframe_3r2sh20eihappiness, data_dictionary,",00:20:00,00:18:06,00:44:30,26.4,1584,114,114,TRUE,"dictionary","TABLE","CODE"
"311","3r2sh20ei","P9","78","static","happiness",00:20:00,"FALSE","DATASET","variable metadata",NA,FALSE,"dataframe","display_dataframe_3r2sh20eihappiness, data_dictionary,",00:20:00,00:18:06,00:44:30,26.4,1584,114,114,TRUE,"dataframe","TABLE","CODE"
"312","3r2sh20ei","P9","58","static","happiness",00:20:21,"FALSE","PROCESS","plan of action",NA,TRUE,"none",NA,00:20:21,00:18:06,00:44:30,26.4,1584,135,135,FALSE,"none","NONE","NONE"
"313","3r2sh20ei","P9","63","static","happiness",00:21:17,"FALSE","PROCESS","plan of action",NA,FALSE,"profile","profile_dataframe_3r2sh20eihappiness,",00:21:17,00:18:06,00:44:30,26.4,1584,191,191,FALSE,"profile","profile","CHART"
"314","3r2sh20ei","P9","8","static","happiness",00:21:23,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"profile","profile_dataframe_3r2sh20eihappiness,",00:21:23,00:18:06,00:44:30,26.4,1584,197,197,FALSE,"profile","profile","CHART"
"315","3r2sh20ei","P9","61","static","happiness",00:21:30,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"profile","profile_dataframe_3r2sh20eihappiness, min_year_3r2sh20eihappiness,",00:21:30,00:18:06,00:44:30,26.4,1584,204,204,FALSE,"profile","profile","CHART"
"316","3r2sh20ei","P9","83","static","happiness",00:21:48,"FALSE","VARIABLE","distribution range [min, max]",NA,FALSE,"python","max_year_3r2sh20eihappiness,",00:21:48,00:18:06,00:44:30,26.4,1584,222,222,FALSE,"python","CODE","CODE"
"317","3r2sh20ei","P9","56","static","happiness",00:21:59,"FALSE","DATASET","variable metadata",NA,FALSE,"multiviewchart","profile_dataframe_3r2sh20eihappiness, display_dataframe_3r2sh20eihappiness, data_dictionary,",00:21:59,00:18:06,00:44:30,26.4,1584,233,233,FALSE,"multiviewchart","multi-view chart","CHART"
"318","3r2sh20ei","P9","69","static","happiness",00:22:29,"FALSE","VARIABLE","distribution range [min, max]",NA,FALSE,"none",NA,00:22:29,00:18:06,00:44:30,26.4,1584,263,263,FALSE,"none","NONE","NONE"
"319","3r2sh20ei","P9","57","static","happiness",00:22:33,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"profile","profile_dataframe_3r2sh20eihappiness,",00:22:33,00:18:06,00:44:30,26.4,1584,267,267,FALSE,"profile","profile","CHART"
"320","3r2sh20ei","P9","11","static","happiness",00:22:39,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"profile","profile_dataframe_3r2sh20eihappiness,",00:22:39,00:18:06,00:44:30,26.4,1584,273,273,FALSE,"profile","profile","CHART"
"321","3r2sh20ei","P9","13","static","happiness",00:22:43,"FALSE","VARIABLE","distribution range [min, max]","distribution  (continuous)",FALSE,"profile","profile_dataframe_3r2sh20eihappiness,",00:22:43,00:18:06,00:44:30,26.4,1584,277,277,FALSE,"profile","profile","CHART"
"322","3r2sh20ei","P9","28","static","happiness",00:22:54,"FALSE","DATASET","missing data",NA,FALSE,"none",NA,00:22:54,00:18:06,00:44:30,26.4,1584,288,288,FALSE,"none","NONE","NONE"
"323","3r2sh20ei","P9","27","static","happiness",00:23:28,"FALSE","DATASET","missing data","distribution  (continuous)",FALSE,"dataframe","null_rows_dataframe_3r2sh20eihappiness,",00:23:28,00:18:06,00:44:30,26.4,1584,322,322,FALSE,"dataframe","TABLE","CODE"
"324","3r2sh20ei","P9","65","static","happiness",00:24:56,"FALSE","DATASET","missing data","distribution  (continuous)",FALSE,"dataframe","any_null_in_rows_3r2sh20eihappiness,",00:24:56,00:18:06,00:44:30,26.4,1584,410,410,FALSE,"dataframe","TABLE","CODE"
"325","3r2sh20ei","P9","40","static","happiness",00:25:10,"FALSE","DATASET","variable metadata",NA,TRUE,"dictionary","data_dictionary,",00:25:10,00:18:06,00:44:30,26.4,1584,424,424,FALSE,"dictionary","TABLE","CODE"
"326","3r2sh20ei","P9","46","static","happiness",00:25:30,"FALSE","DATASET","variable metadata",NA,TRUE,"python","dataframe_dtypes_3r2sh20eihappiness,",00:25:30,00:18:06,00:44:30,26.4,1584,444,444,FALSE,"python","CODE","CODE"
"327","3r2sh20ei","P9","19","static","happiness",00:28:11,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","jointplot_positiveAffect_negativeAffect_3r2sh20eihappiness,",00:28:11,00:18:06,00:44:30,26.4,1584,605,605,FALSE,"scatterplot","scatterplot","CHART"
"328","3r2sh20ei","P9","73","static","happiness",00:28:11,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"scatterplot","jointplot_positiveAffect_negativeAffect_3r2sh20eihappiness,",00:28:11,00:18:06,00:44:30,26.4,1584,605,605,FALSE,"scatterplot","scatterplot","CHART"
"329","3r2sh20ei","P9","35","static","happiness",00:29:28,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","jointplot_happinessScore_lifeExpectancy_3r2sh20eihappiness,",00:29:28,00:18:06,00:44:30,26.4,1584,682,682,FALSE,"scatterplot","scatterplot","CHART"
"330","3r2sh20ei","P9","47","static","happiness",00:29:33,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"scatterplot","jointplot_happinessScore_lifeExpectancy_3r2sh20eihappiness,",00:29:33,00:18:06,00:44:30,26.4,1584,687,687,FALSE,"scatterplot","scatterplot","CHART"
"331","3r2sh20ei","P9","36","static","happiness",00:30:07,"FALSE","PROCESS","representation comment","distribution (categorical)",FALSE,"profile","profile_dataframe_3r2sh20eihappiness,",00:30:07,00:18:06,00:44:30,26.4,1584,721,721,FALSE,"profile","profile","CHART"
"332","3r2sh20ei","P9","81","static","happiness",00:30:12,"FALSE","PROCESS","representation comment",NA,FALSE,"lineplot","lineplot_year_averageHappinessScore_3r2sh20eihappiness,",00:30:12,00:18:06,00:44:30,26.4,1584,726,726,FALSE,"lineplot","lineplot","CHART"
"333","3r2sh20ei","P9","7","static","happiness",00:30:32,"FALSE","RELATIONSHIP","outlier (relationship)","relationship (categorical X continuous)",FALSE,"lineplot","lineplot_year_averageHappinessScore_3r2sh20eihappiness,",00:30:32,00:18:06,00:44:30,26.4,1584,746,746,FALSE,"lineplot","lineplot","CHART"
"334","3r2sh20ei","P9","84","static","happiness",00:30:35,"FALSE","RELATIONSHIP","outlier (relationship)","relationship (categorical X continuous)",FALSE,"lineplot","lineplot_year_averageHappinessScore_3r2sh20eihappiness,",00:30:35,00:18:06,00:44:30,26.4,1584,749,749,FALSE,"lineplot","lineplot","CHART"
"335","3r2sh20ei","P9","41","static","happiness",00:31:14,"FALSE","PROCESS","plan of action",NA,FALSE,"pairplot","pairplot_dataframe_3r2sh20eihappiness,",00:31:14,00:18:06,00:44:30,26.4,1584,788,788,FALSE,"pairplot","pairplot","CHART"
"336","3r2sh20ei","P9","64","static","happiness",00:31:18,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"pairplot","pairplot_dataframe_3r2sh20eihappiness,",00:31:18,00:18:06,00:44:30,26.4,1584,792,792,FALSE,"pairplot","pairplot","CHART"
"337","3r2sh20ei","P9","25","static","happiness",00:31:25,"FALSE","RELATIONSHIP","relationship form (linearity/non-linearity)","relationship (continuous X continuous)",TRUE,"pairplot","pairplot_dataframe_3r2sh20eihappiness,",00:31:25,00:18:06,00:44:30,26.4,1584,799,799,FALSE,"pairplot","pairplot","CHART"
"338","3r2sh20ei","P9","62","static","happiness",00:31:33,"FALSE","PROCESS","plan of action",NA,FALSE,"none",NA,00:31:33,00:18:06,00:44:30,26.4,1584,807,807,FALSE,"none","NONE","NONE"
"339","3r2sh20ei","P9","33","static","happiness",00:31:40,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"multiviewchart","profile_dataframe_3r2sh20eihappiness, pairplot_dataframe_3r2sh20eihappiness,",00:31:40,00:18:06,00:44:30,26.4,1584,814,814,FALSE,"multiviewchart","multi-view chart","CHART"
"340","3r2sh20ei","P9","75","static","happiness",00:31:46,"FALSE","RELATIONSHIP","outlier (relationship)","relationship (continuous X continuous)",TRUE,"pairplot","pairplot_dataframe_3r2sh20eihappiness, ,",00:31:46,00:18:06,00:44:30,26.4,1584,820,820,FALSE,"pairplot","pairplot","CHART"
"341","3r2sh20ei","P9","31","static","happiness",00:33:25,"FALSE","RELATIONSHIP","relationship form (linearity/non-linearity)","relationship (continuous X continuous)",TRUE,"pairplot","pairplot_dataframe_3r2sh20eihappiness,",00:33:25,00:18:06,00:44:30,26.4,1584,919,919,FALSE,"pairplot","pairplot","CHART"
"342","3r2sh20ei","P9","38","static","happiness",00:33:02,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"pairplot","pairplot_dataframe_3r2sh20eihappiness,",00:33:02,00:18:06,00:44:30,26.4,1584,896,896,FALSE,"pairplot","pairplot","CHART"
"343","3r2sh20ei","P9","9","static","happiness",00:33:14,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",TRUE,"pairplot","pairplot_dataframe_3r2sh20eihappiness,",00:33:14,00:18:06,00:44:30,26.4,1584,908,908,FALSE,"pairplot","pairplot","CHART"
"344","3r2sh20ei","P9","30","static","happiness",00:34:12,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"pairplot","pairplot_dataframe_3r2sh20eihappiness,",00:34:12,00:18:06,00:44:30,26.4,1584,966,966,FALSE,"pairplot","pairplot","CHART"
"345","3r2sh20ei","P9","59","static","happiness",00:34:57,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"pairplot","pairplot_dataframe_3r2sh20eihappiness,",00:34:57,00:18:06,00:44:30,26.4,1584,1011,1011,FALSE,"pairplot","pairplot","CHART"
"346","3r2sh20ei","P9","32","static","happiness",00:25:03,"FALSE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (continuous X continuous)",FALSE,"pairplot","pairplot_dataframe_3r2sh20eihappiness,",00:25:03,00:18:06,00:44:30,26.4,1584,417,417,FALSE,"pairplot","pairplot","CHART"
"347","3r2sh20ei","P9","29","static","happiness",00:25:17,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (continuous X continuous)",FALSE,"pairplot","pairplot_dataframe_3r2sh20eihappiness,",00:25:17,00:18:06,00:44:30,26.4,1584,431,431,FALSE,"pairplot","pairplot","CHART"
"348","3r2sh20ei","P9","34","static","happiness",00:36:15,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"dataframe","pairplot_dataframe_3r2sh20eihappiness, filter_corruption_3r2sh20eihappiness,",00:36:15,00:18:06,00:44:30,26.4,1584,1089,1089,TRUE,"dataframe","TABLE","CODE"
"348","3r2sh20ei","P9","34","static","happiness",00:36:15,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"pairplot","pairplot_dataframe_3r2sh20eihappiness, filter_corruption_3r2sh20eihappiness,",00:36:15,00:18:06,00:44:30,26.4,1584,1089,1089,TRUE,"pairplot","pairplot","CHART"
"349","3r2sh20ei","P9","2","static","happiness",00:36:50,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"python","unique_countries_low_corruption_3r2sh20eihappiness,",00:36:50,00:18:06,00:44:30,26.4,1584,1124,1124,FALSE,"python","CODE","CODE"
"350","3r2sh20ei","P9","67","static","happiness",00:44:30,"FALSE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (continuous X continuous)",FALSE,"none",NA,00:44:30,00:18:06,00:44:30,26.4,1584,1584,1584,FALSE,"none","NONE","NONE"
"351","7ACC0B75","P2","168","static","happiness",00:14:10,"FALSE","DATASET","variable metadata",NA,TRUE,"dataframe","df_head_7ACC0B75happiness,",00:14:10,00:14:10,00:33:10,19,1140,0,0,FALSE,"dataframe","TABLE","CODE"
"352","7ACC0B75","P2","180","static","happiness",00:14:45,"FALSE","DATASET","variable metadata",NA,FALSE,"columns","df_columns1_7ACC0B75happiness,",00:14:45,00:14:10,00:33:10,19,1140,35,35,FALSE,"columns","TABLE","CODE"
"353","7ACC0B75","P2","187","static","happiness",00:16:02,"FALSE","DATASET","variable metadata",NA,TRUE,"dataframe","df_head_7ACC0B75happiness,",00:16:02,00:14:10,00:33:10,19,1140,112,112,FALSE,"dataframe","TABLE","CODE"
"354","7ACC0B75","P2","167","static","happiness",00:16:28,"FALSE","VARIABLE","distribution range [min, max]","distribution (categorical)",FALSE,"profile","profile_all_columns7_7ACC0B75happiness,",00:16:28,00:14:10,00:33:10,19,1140,138,138,FALSE,"profile","profile","CHART"
"355","7ACC0B75","P2","174","static","happiness",00:16:42,"FALSE","VARIABLE","distribution range [min, max]","distribution (categorical)",FALSE,"profile","profile_all_columns7_7ACC0B75happiness,",00:16:42,00:14:10,00:33:10,19,1140,152,152,FALSE,"profile","profile","CHART"
