"sid","pid","PNUM","uid","TASK","DATASET","timestamp","ixn","code_topic","code_detail","code_datatype","flag_simultaneous","utterance","reps_group","time","task_start","task_end","task_mins","task_second","relative_time_s","relative_time","reps_multi","REP","rep_simple","rep_type","rep_name"
"169","bjs827ee1u","P6","311","static","happiness",00:36:49,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (multivariate)
",FALSE,"So I change the year to 2021 and there is also like this: this shift to the to the right.","scatterplot",00:36:49,00:24:52,00:42:02,17.2,1030,717,717,FALSE,"scatterplot","scatterplot","CHART","jointplot_combo_2008_2021_bjs827ee1uhappiness"
"170","bjs827ee1u","P6","296","static","happiness",00:40:06,"FALSE","DATASET","missing data",NA,FALSE,"And yeah, for example, here we see the first time that we have a value that is not a number. Here. We have another number. Yeah, there are quite a few places where there is not a number.","dataframe",00:40:06,00:24:52,00:42:02,17.2,1030,914,914,FALSE,"dataframe","TABLE","CODE","set_display_and_view_bjs827ee1uhappiness"
"171","bjs827ee1u","P6","307","static","happiness",00:40:36,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"Okay, we have different countries.","dataframe",00:40:36,00:24:52,00:42:02,17.2,1030,944,944,FALSE,"dataframe","TABLE","CODE","set_display_and_view_bjs827ee1uhappiness"
"172","bjs827ee1u","P6","314","static","happiness",00:42:02,"FALSE","PROCESS","representation comment","relationship (multivariate)
",FALSE,"Today there's less, generosity. Oh Okay, to know that, Then I would have to like get the x-axis. so that it's not the same x-axis, and let's see if I can find a way to like get the X-axis this at the same level.","scatterplot",00:42:02,00:24:52,00:42:02,17.2,1030,1030,1030,FALSE,"scatterplot","scatterplot","CHART","filter_and_jointplot_3_2008_2021_bjs827ee1uhappiness"
"173","bjs827ee1u","P6","302","ixn","space",01:15:05,"FALSE","DATASET","variable metadata",NA,FALSE,"I'm just reading through the variables to the things like, what what are the variables the like here? Now i'm like at the the age blah, blah, blah. Shopping mall.","dictionary",01:15:05,01:15:05,01:38:28,23.4,1403,0,0,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"174","bjs827ee1u","P6","303","ixn","space",01:16:13,"FALSE","DATASET","missing data",NA,FALSE,"Okay, first data quality, quite good, there's a few not a number values.","dataframe",01:16:13,01:15:05,01:38:28,23.4,1403,68,68,FALSE,"dataframe","TABLE","CODE","display_df_bjs827ee1uspace"
"175","bjs827ee1u","P6","301","ixn","space",01:17:12,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X categorical)",FALSE,"I think I will start with the with the scatterplot and I will compare, just randomly, the home planet with the cryo-sleep. I guess it won't work because it's a boolean thing. But oh, okay. Actually, it works.","dataframe",01:17:12,01:15:05,01:38:28,23.4,1403,127,127,FALSE,"dataframe","TABLE","CODE","display_df_bjs827ee1uspace"
"176","bjs827ee1u","P6","306","ixn","space",01:18:00,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X continuous)",FALSE,"Okay, that Doesn't tell me too much. I have, like few people in in cryo sleep over all ages.","scatterplot",01:18:00,01:15:05,01:38:28,23.4,1403,175,175,FALSE,"scatterplot","scatterplot","CHART","Age_CryoSleep_scatterplot_bjs827ee1uspace"
"177","bjs827ee1u","P6","313","ixn","space",01:18:08,"TRUE","DATASET","missing data",NA,FALSE,"there is actually a third option which I don't understand true false and whatever.","scatterplot",01:18:08,01:15:05,01:38:28,23.4,1403,183,183,FALSE,"scatterplot","scatterplot","CHART","Age_CryoSleep_scatterplot_bjs827ee1uspace"
"178","bjs827ee1u","P6","304","ixn","space",01:19:40,"FALSE","DATASET","data orientation",NA,FALSE,"okay, I have Ids like they don't give me too much information.","dataframe",01:19:40,01:15:05,01:38:28,23.4,1403,275,275,FALSE,"dataframe","TABLE","CODE","display_df_bjs827ee1uspace"
"179","bjs827ee1u","P6","300","ixn","space",01:20:10,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",TRUE,"I should like to look for something that seems to be unfair. So, for example, maybe people were discriminated by age by vip or these factors.","dataframe",01:20:10,01:15:05,01:38:28,23.4,1403,305,305,FALSE,"dataframe","TABLE","CODE","display_df_bjs827ee1uspace"
"180","bjs827ee1u","P6","295","ixn","space",01:24:47,"TRUE","PROCESS","representation comment",NA,FALSE,"And the scatterplot– Doesn't help me too much in that.","scatterplot",01:24:47,01:15:05,01:38:28,23.4,1403,582,582,FALSE,"scatterplot","scatterplot","CHART","VIP_survived_scatterplot_4_bjs827ee1uspace"
"181","bjs827ee1u","P6","305","ixn","space",01:26:51,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X categorical)",FALSE,"Okay, now I want to see who survived who are VIPs.","python",01:26:51,01:15:05,01:38:28,23.4,1403,706,706,FALSE,"python","CODE","CODE","count_survived_bjs827ee1uspace"
"182","bjs827ee1u","P6","293","ixn","space",01:28:20,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"And so 69 survived who are VIPs.","python",01:28:20,01:15:05,01:38:28,23.4,1403,795,795,FALSE,"python","CODE","CODE","count_filtered_df1_bjs827ee1uspace"
"183","bjs827ee1u","P6","310","ixn","space",01:30:01,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"So 69 VIPs survived, and 2,000 or so did not survived.","python",01:30:01,01:15:05,01:38:28,23.4,1403,896,896,FALSE,"python","CODE","CODE","count_filtered_df1_bjs827ee1uspace VIP_survived_filter2_len_bjs827ee1uspace,"
"184","bjs827ee1u","P6","309","ixn","space",01:30:28,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"out there in total 5,000 VIPs and 5,000 non vips","python",01:30:28,01:15:05,01:38:28,23.4,1403,923,923,FALSE,"python","CODE","CODE","count_vip_true_bjs827ee1uspace count_vip_false_bjs827ee1uspace,"
"185","bjs827ee1u","P6","312","ixn","space",01:35:00,"FALSE","RELATIONSHIP","relationship range constriction","relationship (continuous X continuous)",FALSE,"So there are a lot of like very young people who don't get room service.","scatterplot",01:35:00,01:15:05,01:38:28,23.4,1403,1195,1195,FALSE,"scatterplot","scatterplot","CHART","Age_RoomService_scatterplot_1_bjs827ee1uspace"
"186","bjs827ee1u","P6","308","ixn","space",01:37:27,"TRUE","RELATIONSHIP","outlier (relationship)","distribution  (continuous)",FALSE,"Okay. And now I can see here that this person, for example. From Europe, age 17 was spending a lot in the shopping mall and that other people spend less.","scatterplot",01:37:27,01:15:05,01:38:28,23.4,1403,1342,1342,FALSE,"scatterplot","scatterplot","CHART","Age_RoomService_scatterplot_with_pan_repeat_bjs827ee1uspace"
"187","bjs827ee1u","P6","292","ixn","space",01:38:28,"TRUE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (multivariate)
",FALSE,"And now I want to see, like the ones who these ones who spent a lot of money in the in them all if they survived. okay, yeah, some of them survived some didn't.","scatterplot",01:38:28,01:15:05,01:38:28,23.4,1403,1403,1403,FALSE,"scatterplot","scatterplot","CHART","Age_ShoppingMall_scatterplot_bjs827ee1uspace high_shopping_df,"
"188","3r2sh20ei","P9","16","ixn","space",01:08:19,"FALSE","DATASET","data orientation",NA,FALSE,"Data frame. Got a bunch of columns. Don't know what they mean.","dataframe",01:08:19,01:08:19,01:32:28,24.1,1449,0,0,FALSE,"dataframe","TABLE","CODE","display_dataframe_3r2sh20eispace"
"189","3r2sh20ei","P9","51","ixn","space",01:08:24,"FALSE","DATASET","variable metadata",NA,FALSE,"Passenger Id. A unique id for each passenger.","dictionary",01:08:24,01:08:19,01:32:28,24.1,1449,5,5,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"190","3r2sh20ei","P9","23","ixn","space",01:09:13,"FALSE","DATASET","data orientation",NA,FALSE,"Great. We have survived.","dictionary",01:09:13,01:08:19,01:32:28,24.1,1449,54,54,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"191","3r2sh20ei","P9","6","ixn","space",01:09:20,"FALSE","DATASET","variable metadata",NA,FALSE,"All right, passenger id unique id. Each id takes the forum for trailing, for leading G's and 2 trailing piece. Oh, no, it's actually those are the indicates the group passenger and P is the number within the group actually read instead of guessing, people in the group are often family members, but not all ways.","dictionary",01:09:20,01:08:19,01:32:28,24.1,1449,61,61,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"192","3r2sh20ei","P9","24","ixn","space",01:09:32,"FALSE","DATASET","variable metadata",NA,FALSE,"Home planet– The planet the passenger departed from typically their planet of permanent residence.","dictionary",01:09:32,01:08:19,01:32:28,24.1,1449,73,73,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"193","3r2sh20ei","P9","15","ixn","space",01:09:40,"FALSE","DATASET","variable metadata",NA,FALSE,"Cryosleep indicates whether the passenger elected to be put into suspended animation for the duration of the voyage. Those in cryosleep are confined to their cabinets","dictionary",01:09:40,01:08:19,01:32:28,24.1,1449,81,81,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"194","3r2sh20ei","P9","72","ixn","space",01:09:47,"FALSE","DATASET","variable metadata",NA,FALSE,"the cabin number, where the passenger is staying. Some to the Deck side where it can either be P for port or Reported as S for starboard.","dictionary",01:09:47,01:08:19,01:32:28,24.1,1449,88,88,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"195","3r2sh20ei","P9","17","ixn","space",01:09:57,"FALSE","DATASET","variable metadata",NA,FALSE,"destination planet passengers debarking to","dictionary",01:09:57,01:08:19,01:32:28,24.1,1449,98,98,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"196","3r2sh20ei","P9","4","ixn","space",01:10:00,"FALSE","DATASET","variable metadata",NA,FALSE,"age of the passenger","dictionary",01:10:00,01:08:19,01:32:28,24.1,1449,101,101,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"197","3r2sh20ei","P9","80","ixn","space",01:10:03,"FALSE","DATASET","variable metadata",NA,FALSE,"Vip. did they pay extra money and therefore maybe get saved more?","dictionary",01:10:03,01:08:19,01:32:28,24.1,1449,104,104,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"198","3r2sh20ei","P9","55","ixn","space",01:10:13,"FALSE","DATASET","variable metadata",NA,TRUE,"Room service, Food court, shopping was how much each person was billed at each of the main luxury amenities","dictionary",01:10:13,01:08:19,01:32:28,24.1,1449,114,114,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"199","3r2sh20ei","P9","39","ixn","space",01:10:17,"FALSE","DATASET","variable metadata",NA,FALSE,"name, first and last names.","dictionary",01:10:17,01:08:19,01:32:28,24.1,1449,118,118,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"200","3r2sh20ei","P9","52","ixn","space",01:10:20,"FALSE","DATASET","variable metadata",NA,FALSE,"perished. Whether they did or not true indicates, perished, and false indicates that the individual survived. Assuming that true and false indicates that they were rescued","dictionary",01:10:20,01:08:19,01:32:28,24.1,1449,121,121,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"201","3r2sh20ei","P9","66","ixn","space",01:11:03,"FALSE","VARIABLE","distribution range [min, max]","distribution (categorical)",FALSE,"So we have 4 – No – 3 different home planets and nulls.","profile",01:11:03,01:08:19,01:32:28,24.1,1449,164,164,FALSE,"profile","profile","CHART","profile_dataframe_3r2sh20eispace"
"202","3r2sh20ei","P9","44","ixn","space",01:11:18,"FALSE","DATASET","missing data",NA,FALSE,"Oh, there's some that say null rather than Nan's","profile",01:11:18,01:08:19,01:32:28,24.1,1449,179,179,FALSE,"profile","profile","CHART","profile_dataframe_3r2sh20eispace"
"203","3r2sh20ei","P9","10","ixn","space",01:11:46,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"Cabin. A lot of different cabins obviously.","profile",01:11:46,01:08:19,01:32:28,24.1,1449,207,207,FALSE,"profile","profile","CHART","profile_dataframe_3r2sh20eispace"
"204","3r2sh20ei","P9","3","ixn","space",01:11:50,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"5,000 unique passenger ids. Presumably they're only in here once.","profile",01:11:50,01:08:19,01:32:28,24.1,1449,211,211,FALSE,"profile","profile","CHART","profile_dataframe_3r2sh20eispace"
"205","3r2sh20ei","P9","79","ixn","space",01:11:59,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",TRUE,"VIP, room service, food court, shopping Mall. Most people didn't spend a lot. Some people spent a lot on those things.","profile",01:11:59,01:08:19,01:32:28,24.1,1449,220,220,FALSE,"profile","profile","CHART","profile_dataframe_3r2sh20eispace"
"206","3r2sh20ei","P9","42","ixn","space",01:12:09,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"Oh, names. 4872. so some passenger ids are in there more than once.","profile",01:12:09,01:08:19,01:32:28,24.1,1449,230,230,FALSE,"profile","profile","CHART","profile_dataframe_3r2sh20eispace"
"207","3r2sh20ei","P9","43","ixn","space",01:12:36,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"Oh, there are some people have the same name.","profile",01:12:36,01:08:19,01:32:28,24.1,1449,257,257,FALSE,"profile","profile","CHART","profile_dataframe_3r2sh20eispace unique_passenger_id_3r2sh20eispace,"
"208","3r2sh20ei","P9","71","ixn","space",01:12:49,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution (categorical)",FALSE,"Survived. pretty even split between survived and didn't survive","profile",01:12:49,01:08:19,01:32:28,24.1,1449,270,270,FALSE,"profile","profile","CHART","profile_dataframe_3r2sh20eispace"
"209","3r2sh20ei","P9","76","ixn","space",01:14:12,"FALSE","DATASET","missing data",NA,FALSE,"There's null in Vip, so I'm just curious.","profile",01:14:12,01:08:19,01:32:28,24.1,1449,353,353,FALSE,"profile","profile","CHART","profile_dataframe_3r2sh20eispace"
"210","3r2sh20ei","P9","49","ixn","space",01:14:57,"FALSE","DATASET","missing data",NA,FALSE,"Okay, this makes sense. So all of these NaN's are nulls on the above correct","dataframe",01:14:57,01:08:19,01:32:28,24.1,1449,398,398,TRUE,"dataframe","TABLE","CODE","profile_dataframe_3r2sh20eispace vip_value_counts_3r2sh20eispace, null_rows_dataframe_3r2sh20eispace,"
"210","3r2sh20ei","P9","49","ixn","space",01:14:57,"FALSE","DATASET","missing data",NA,FALSE,"Okay, this makes sense. So all of these NaN's are nulls on the above correct","profile",01:14:57,01:08:19,01:32:28,24.1,1449,398,398,TRUE,"profile","profile","CHART","profile_dataframe_3r2sh20eispace vip_value_counts_3r2sh20eispace, null_rows_dataframe_3r2sh20eispace,"
"211","3r2sh20ei","P9","1","ixn","space",01:15:13,"FALSE","DATASET","missing data",NA,FALSE,"[Talking about the profiler showing nulls] It was helpful if they show up. Most obscure it. So I'm glad they're at least displayed.","profile",01:15:13,01:08:19,01:32:28,24.1,1449,414,414,FALSE,"profile","profile","CHART","profile_dataframe_3r2sh20eispace"
"212","3r2sh20ei","P9","50","ixn","space",01:15:19,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X continuous)",FALSE,"okay. So now I'm curious about the relationship between the rich people is obviously where my first thing goes, people were able to spend a lot of money, and whether or not they survived.","profile",01:15:19,01:08:19,01:32:28,24.1,1449,420,420,FALSE,"profile","profile","CHART","profile_dataframe_3r2sh20eispace"
"213","3r2sh20ei","P9","48","ixn","space",01:16:46,"FALSE","PROCESS","plan of action",NA,FALSE,"okay, so it's very new. So I feel like, I'm having trouble figure out exactly what I want to do, but I know that I want to do some stuff very officially.","none",01:16:46,01:08:19,01:32:28,24.1,1449,507,507,FALSE,"none","NONE","NONE",NA
"214","3r2sh20ei","P9","5","ixn","space",01:17:22,"FALSE","RELATIONSHIP","relationship existence / non-existence","relationship (categorical X continuous)",FALSE,"All right, I'm going to actually think rather than trying stuff. So what I want to do is ultimately I want to look at the section of people who lived. survived or not. by a bunch of these other things like Food Court,","profile",01:17:22,01:08:19,01:32:28,24.1,1449,543,543,FALSE,"profile","profile","CHART","profile_dataframe_3r2sh20eispace"
"215","3r2sh20ei","P9","70","ixn","space",01:30:32,"FALSE","DATASET","variable metadata",NA,FALSE,"survived is a Boolean","python",01:30:32,01:08:19,01:32:28,24.1,1449,1333,1333,FALSE,"python","CODE","CODE","dataframe_dtypes_3r2sh20eispace"
"216","3r2sh20ei","P9","77","ixn","space",01:31:58,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",FALSE,"They [hovering over survived profiler in double profiler] spent significantly more seems plausible. Given the x-axis– which is, by the way, a bad way to do this– the people who survived seems like the richest people.","double-profiler",01:31:58,01:08:19,01:32:28,24.1,1449,1419,1419,FALSE,"double-profiler","profile","CHART","profile_survived-2_3r2sh20eispace profile_deceased_3r2sh20eispace,"
"217","3r2sh20ei","P9","82","ixn","space",01:32:14,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X continuous)",TRUE,"We're still in that data set because the X-axis difference between room service. although for court that's not the same. Those deceased there are some higher values, shopping malls and higher values down there. So that idea is doesn't buy out looking","double-profiler",01:32:14,01:08:19,01:32:28,24.1,1449,1435,1435,FALSE,"double-profiler","profile","CHART","profile_survived-2_3r2sh20eispace profile_deceased_3r2sh20eispace,"
"218","3r2sh20ei","P9","60","ixn","space",01:32:24,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (categorical X categorical)",FALSE,"so I don't know what the Y-axis is here, if it's the same between top and bottom, but the relative distribution most people from Earth. But we had a lot of people from Europa who died relatively more.","double-profiler",01:32:24,01:08:19,01:32:28,24.1,1449,1445,1445,FALSE,"double-profiler","profile","CHART","profile_survived-2_3r2sh20eispace profile_deceased_3r2sh20eispace,"
"219","3r2sh20ei","P9","74","ixn","space",01:32:28,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","relationship (categorical X categorical)",FALSE,"the relative distribution most people from Earth, but we had a lot of people from Europa who died relatively more.","double-profiler",01:32:28,01:08:19,01:32:28,24.1,1449,1449,1449,FALSE,"double-profiler","profile","CHART","profile_survived-2_3r2sh20eispace profile_deceased_3r2sh20eispace,"
"260","4728sjuiz","P10","110","static","happiness",00:19:15,"FALSE","DATASET","data orientation",NA,FALSE,"So it's very similar to the the data frame in the last notebook  in different years and stuff","dataframe",00:19:15,00:19:15,00:42:55,23.7,1420,0,0,FALSE,"dataframe","TABLE","CODE","df_head_4728sjuizhappiness"
"261","4728sjuiz","P10","91","static","happiness",00:19:43,"FALSE","DATASET","missing data",NA,FALSE,"for data quality, I guess one thing I'd be curious about is whether there are there any NA's","none",00:19:43,00:19:15,00:42:55,23.7,1420,28,28,FALSE,"none","NONE","NONE","notebook_text"
"262","4728sjuiz","P10","107","static","happiness",00:20:42,"FALSE","DATASET","missing data",NA,FALSE,"so it looks like where there are NA values kind of depends on the variable that we're looking at","python",00:20:42,00:19:15,00:42:55,23.7,1420,87,87,FALSE,"python","CODE","CODE","df_nullcount_cols_4728sjuizhappiness"
"263","4728sjuiz","P10","94","static","happiness",00:20:59,"FALSE","DATASET","missing data",NA,FALSE,"I like to do in this sort of case where there are all these zeros, and I can't. First, I I don't want to print all these numbers. I might create a scatter plot of this information so that could give me an idea of, you know, if I put all of these values along the line, how many of the variables are NA?","none",00:20:59,00:19:15,00:42:55,23.7,1420,104,104,FALSE,"none","NONE","NONE",NA
"264","4728sjuiz","P10","109","static","happiness",00:25:50,"FALSE","DATASET","missing data",NA,FALSE,"So it seems, most of the the values are, are most of the rows have no missing columns, and then they progressively have more and more. So I guess, depending on what the analysis we're gonna do is, we may or may not exclude data points.","scatterplot",00:25:50,00:19:15,00:42:55,23.7,1420,395,395,FALSE,"scatterplot","scatterplot","CHART","scatter_resize_full_4728sjuizhappiness"
"265","4728sjuiz","P10","105","static","happiness",00:27:15,"FALSE","DATASET","missing data",NA,FALSE,"So I guess the answer, the assessment of the data quality on the level of whether there's missing data. I guess it's not bad. It's like mostly intact","pairplot",00:27:15,00:19:15,00:42:55,23.7,1420,480,480,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizhappiness"
"266","4728sjuiz","P10","101","static","happiness",00:27:53,"FALSE","PROCESS","representation comment",NA,FALSE,"Okay, so maybe this is not the most useful plot in the first, for this sort of data set.","pairplot",00:27:53,00:19:15,00:42:55,23.7,1420,518,518,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizhappiness"
"267","4728sjuiz","P10","96","static","happiness",00:28:01,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"I mean, that's not totally true. because so, for example, we can see that some of these variables have pretty strong correlation so like this is, I would imagine, a a very strong correlation. So this is a correlation between happiness and logGDP.","pairplot",00:28:01,00:19:15,00:42:55,23.7,1420,526,526,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizhappiness"
"268","4728sjuiz","P10","119","static","happiness",00:28:26,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"this is a pretty negative correlation so negative affects by positive effects. But actually, it's not as negative as I would have expected.","pairplot",00:28:26,00:19:15,00:42:55,23.7,1420,551,551,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizhappiness"
"269","4728sjuiz","P10","115","static","happiness",00:28:35,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]",NA,TRUE,"some of these variables are normally distributed","pairplot",00:28:35,00:19:15,00:42:55,23.7,1420,560,560,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizhappiness"
"270","4728sjuiz","P10","114","static","happiness",00:28:44,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"some of them have tails. So, for example, well, I so let's go to the data dictionary for corruption. National average of survey responses to 2 questions to the perceived corruption and government businesses. So that means high value would be high levels of perceived corruption or high perceived levels of corruption.","pairplot",00:28:44,00:19:15,00:42:55,23.7,1420,569,569,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizhappiness"
"271","4728sjuiz","P10","106","static","happiness",00:29:07,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",FALSE,"So if that's the case, then it seems that most people think that corruption is pretty high, but not that many people don't. So that's kind of an interesting","pairplot",00:29:07,00:19:15,00:42:55,23.7,1420,592,592,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizhappiness"
"272","4728sjuiz","P10","118","static","happiness",00:29:37,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",TRUE,"the thing that I'm looking for which of these variables are normally distributed and which ones aren't. And if they're not, it suggests that there is some minority embedded within it. And since this is a sort of social or sociological sort of data set, I'd be curious: what is that population? And then from that, maybe we can start to our relationships between between those individuals and other metrics.","pairplot",00:29:37,00:19:15,00:42:55,23.7,1420,622,622,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizhappiness"
"273","4728sjuiz","P10","121","static","happiness",00:30:10,"FALSE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (continuous X continuous)",FALSE,"to stick to the corruption thing we can ask for these individuals [points to low corruption data points] Where do they stand? That all of these other metrics?","pairplot",00:30:10,00:19:15,00:42:55,23.7,1420,655,655,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizhappiness"
"274","4728sjuiz","P10","98","static","happiness",00:30:23,"FALSE","RELATIONSHIP","relationship form (linearity/non-linearity)","relationship (continuous X continuous)",FALSE,"if there's a just a clean correlation that's linear then maybe there's nothing particular to look for. But if there's a nonlinearity here like it seems like there might be here [pointing to freedom x corruption scatterplot]. So the the people who are low in the corruption score seem to cluster high in the freedom score.","pairplot",00:30:23,00:19:15,00:42:55,23.7,1420,668,668,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizhappiness"
"275","4728sjuiz","P10","100","static","happiness",00:31:08,"FALSE","RELATIONSHIP","relationship range constriction","relationship (continuous X continuous)",FALSE,"most of the people who rate highly in corruption are stand the entire dynamic range of perceived freedom.","pairplot",00:31:08,00:19:15,00:42:55,23.7,1420,713,713,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizhappiness"
"276","4728sjuiz","P10","122","static","happiness",00:32:11,"FALSE","RELATIONSHIP","relationship form (linearity/non-linearity)",NA,TRUE,"We see similar sorts of trends in some of these other variables too. I guess if I take a step back and back and think about if I would have some preconceived notions about whether some of these variables would be co-linear.","pairplot",00:32:11,00:19:15,00:42:55,23.7,1420,776,776,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizhappiness"
"277","4728sjuiz","P10","90","static","happiness",00:33:19,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"corruption and confidence in government kind of intuitively feel like they would be related. People who believe that government is highly corrupt probably have low confidence in government. So I guess as a hypothesis for that, then we can go and see if that seems to be the case. I mean, it's a little messy, but by and large it's a negative correlation","pairplot",00:33:19,00:19:15,00:42:55,23.7,1420,844,844,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizhappiness"
"278","4728sjuiz","P10","95","static","happiness",00:33:40,"FALSE","RELATIONSHIP","relationship strength and/or direction","relationship (continuous X continuous)",FALSE,"I mean, it's a little messy, but by and large it's a negative correlation","pairplot",00:33:40,00:19:15,00:42:55,23.7,1420,865,865,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizhappiness"
"279","4728sjuiz","P10","104","static","happiness",00:36:03,"FALSE","PROCESS","plan of action",NA,FALSE,"So I guess one other quick thing is whether Pearson is the right thing to use. I think with these data. I think it's fair enough to use a Pearson correlation for these all seem like a parametric method. It looks reasonable.","dataframe",00:36:03,00:19:15,00:42:55,23.7,1420,1008,1008,FALSE,"dataframe","TABLE","CODE","df_corr_pearson_all_4728sjuizhappiness"
"280","4728sjuiz","P10","85","static","happiness",00:38:47,"FALSE","DATASET","missing data",NA,FALSE,"16.37% of the data contain null values [WRITTEN]","python",00:38:47,00:19:15,00:42:55,23.7,1420,1172,1172,FALSE,"python","CODE","CODE","import_np_string_format_4728sjuizhappiness"
"281","4728sjuiz","P10","99","static","happiness",00:41:16,"FALSE","VARIABLE","distribution shape [shape, skew, kurtosis]","distribution  (continuous)",TRUE,"it seems that both freedom and corruptionare sort of left tailed distributions.","pairplot",00:41:16,00:19:15,00:42:55,23.7,1420,1321,1321,FALSE,"pairplot","pairplot","CHART","pairplot_df_4728sjuizhappiness"
"282","4728sjuiz","P10","116","static","happiness",00:41:32,"FALSE","DATASET","variable metadata",NA,FALSE,"the definition of the freedom, variable average of responses, asking if individuals are satisfied or dissatisfied with their freedom to choose what they do with their lives. So a high value, I guess, is high perceived freedom.","dictionary",00:41:32,00:19:15,00:42:55,23.7,1420,1337,1337,FALSE,"dictionary","TABLE","CODE","data_dictionary"
"283","4728sjuiz","P10","87","static","happiness",00:42:17,"FALSE","PROCESS","representation comment",NA,FALSE,"And so I guess this is, I guess, the same idea, but a smaller version of the an isolated version of the above plot, or we're not distracted by the rest of the relationships.","scatterplot",00:42:17,00:19:15,00:42:55,23.7,1420,1382,1382,FALSE,"scatterplot","scatterplot","CHART","jointplot_freedom_corruption_4728sjuizhappiness"
"284","4728sjuiz","P10","97","static","happiness",00:42:45,"FALSE","RELATIONSHIP","relationship cluster(s)/subgroup/ unexpected","relationship (multivariate)
",FALSE,"I would be curious, for example, if we set some sort of threshold here for who these individuals that are. we could call it a separate population that have low corruption values. We can ask who in quotes who these people are, and what I mean by that is, where do they stand on other matters?","scatterplot",00:42:45,00:19:15,00:42:55,23.7,1420,1410,1410,FALSE,"scatterplot","scatterplot","CHART","jointplot_freedom_corruption_4728sjuizhappiness"
