,Final_Group,Utterance Type,Utterance,Data Type,interaction_used,Highlevel,PID,Notebook,Condition,All representations,Timestamp,Dylan Flag Storytelling,Dylan Flag Correction,Dylan Flag Simultaneous Characterization,group
375,profile,"distribution shape [shape, skew, kurtosis]","So it's not many normally distributed data, except for age, which I expect because young and old– everybody likes to travel.",distribution  (continuous),True,VARIABLE,7ACC0B75,Space,Interactive,"profile_all_columns8_7ACC0B75space, ",52:06,,,,profile
376,scatterplot,relationship range constriction,There are no cryosleep null and home plan nulls when age is 0.,"relationship (multivariate)
",True,RELATIONSHIP,7ACC0B75,Space,Interactive,"age_CryoSleep_ShoppingMall_vs_HomePlanet_composed1_7ACC0B75space, ",54:43,,,,scatterplot
377,dataframe,data provenance,"Happiness, social support, freedom, generosity, corruption. I'm curious to see how they measure some of these.",,False,DATASET,92ghd48xe,Happiness,Static,"df_92ghd48xehappiness, ",15:01,,,True,dataframe
378,data_dictionary,relationship existence / non-existence,I'm curious to see year over year what happens. ,,False,RELATIONSHIP,92ghd48xe,Happiness,Static,"data_dictionary, ",16:34,,,,data_dictionary
379,info,plan of action,"well, my first thought is to divide it into contents, that might be a little bit more involved, because I have to get like a mapping of the continent for country, and we don't have time for that right now.",,False,ANALYSIS PROCESS,92ghd48xe,Happiness,Static,"df_info_1_92ghd48xehappiness, ",16:44,,,,info
380,lineplot,relationship strength and/or direction,"Oh, that's very interesting. It plummeted and then went back up. ",relationship (continuous X continuous),False,RELATIONSHIP,92ghd48xe,Happiness,Static,"alx_lineplot_year_average_happinessscore_92ghd48xehappiness, ",19:52,,,,lineplot
381,lineplot,relationship strength and/or direction,Happiness has changed over time,relationship (continuous X continuous),False,RELATIONSHIP,92ghd48xe,Happiness,Static,"alx_lineplot_year_average_happinessscore_92ghd48xehappiness, ",20:48,,,,lineplot
382,data_dictionary_describe,"distribution range [min, max]",for the daily quality i'm looking for any impossible values,distribution  (continuous),False,VARIABLE,92ghd48xe,Happiness,Static,"df_describe_2_92ghd48xehappiness, data_dictionary, ",21:06,,,True,data_dictionary_describe
383,data_dictionary_describe,"distribution range [min, max]",I don't know what these happiness score– 0 to 10.,distribution  (continuous),False,VARIABLE,92ghd48xe,Happiness,Static,"df_describe_2_92ghd48xehappiness, data_dictionary, ",21:10,,,,data_dictionary_describe
384,data_dictionary_describe,"distribution range [min, max]","So there's log GDP Per capital, that could be anything. ",distribution  (continuous),False,VARIABLE,92ghd48xe,Happiness,Static,"df_describe_2_92ghd48xehappiness, data_dictionary, ",21:18,,,,data_dictionary_describe
385,data_dictionary_describe,"distribution range [min, max]","like if I see all 200 as a maximum life expectancy, i'll be very suspicious",distribution  (continuous),False,VARIABLE,92ghd48xe,Happiness,Static,"df_describe_2_92ghd48xehappiness, data_dictionary, ",21:46,,,,data_dictionary_describe
386,data_dictionary_describe,"distribution range [min, max]","freedom. Okay, they don't give me a but I'm assuming 0 to one",distribution  (continuous),False,VARIABLE,92ghd48xe,Happiness,Static,"df_describe_2_92ghd48xehappiness, data_dictionary, ",21:56,,,,data_dictionary_describe
387,data_dictionary_describe,"distribution range [min, max]",generosity might be negative one to one,distribution  (continuous),False,VARIABLE,92ghd48xe,Happiness,Static,"df_describe_2_92ghd48xehappiness, data_dictionary, ",22:03,,,,data_dictionary_describe
388,data_dictionary_describe,"distribution range [min, max]",corruption. It seems like a 0 to one again,distribution  (continuous),False,VARIABLE,92ghd48xe,Happiness,Static,"df_describe_2_92ghd48xehappiness, data_dictionary, ",22:15,,,,data_dictionary_describe
389,describe,plan of action,"So it's hard for me to ascertain the full data quality, because  I don't have reference points for all of them.",,False,ANALYSIS PROCESS,92ghd48xe,Happiness,Static,"df_describe_2_92ghd48xehappiness, ",22:21,,,,describe
390,describe,"distribution range [min, max]","based on what I see, none of them are, you know, I could already tell, based on the percentiles that a lot of them are don't have crazy distributions.",distribution  (continuous),False,VARIABLE,92ghd48xe,Happiness,Static,"df_describe_2_92ghd48xehappiness, ",22:27,,,True,describe
391,describe,"distribution range [min, max]","Except for maybe [hovering over negative affect describe column] well, let me take a look at that.",distribution  (continuous),False,VARIABLE,92ghd48xe,Happiness,Static,"df_describe_2_92ghd48xehappiness, ",22:38,,True,,describe
392,profile,"distribution range [min, max]",Well I don't see any crazy outliers [ scrolls through data profile],distribution  (continuous),False,VARIABLE,92ghd48xe,Happiness,Static,"alx_profile_df_columns_92ghd48xehappiness, ",22:50,,,True,profile
393,info,relationship strength and/or direction,"I could do happiness score and corruption, the perception of corruption. I'll expect that to be have a negative correlation",relationship (continuous X continuous),False,RELATIONSHIP,92ghd48xe,Happiness,Static,"df_info_2_92ghd48xehappiness, ",24:30,,,,info
394,info,variable metadata,"I believe that the corruption decided by the... Yeah, it's like a survey, so it's not. It's not a you know a it's not a hard metric of corruption. Some like measuring the number of corruption cases or something– its people's perception",,False,DATASET,92ghd48xe,Happiness,Static,"df_info_2_92ghd48xehappiness, ",24:50,True,,,info
395,scatterplot,representation comment,It's a very busy scatter plot here.,,False,ANALYSIS PROCESS,92ghd48xe,Happiness,Static,"alx_jointplot_happinessscore_corruption_1_92ghd48xehappiness, ",25:46,,,,scatterplot
396,scatterplot,representation comment,Let's do corruption as the explanatory variable and happiness score as the other one. ,,False,ANALYSIS PROCESS,92ghd48xe,Happiness,Static,"alx_jointplot_happinessscore_corruption_1_92ghd48xehappiness, ",25:51,,,,scatterplot
397,scatterplot,relationship strength and/or direction,"It's kind of hard to see, but I think there's a negative line there.",relationship (continuous X continuous),False,RELATIONSHIP,92ghd48xe,Happiness,Static,"alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness, ",26:19,,,,scatterplot
398,scatterplot,representation comment,I don't know how to draw that in your library. I usually draw a line of best fit. ,,False,ANALYSIS PROCESS,92ghd48xe,Happiness,Static,"alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness, ",26:27,,,,scatterplot
399,scatterplot,relationship strength and/or direction,"just like glancing it, it looks like what my my original, hypothesis is correct. As happiness goes down, the the perception of corruption goes up.",relationship (continuous X continuous),False,RELATIONSHIP,92ghd48xe,Happiness,Static,"alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness, ",26:48,,,,scatterplot
400,scatterplot,relationship form (linearity/non-linearity),"look at that, it's very linear.",relationship (continuous X continuous),False,RELATIONSHIP,92ghd48xe,Happiness,Static,"alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness, ",28:04,,,,scatterplot
401,scatterplot,relationship strength and/or direction,Okay. Money makes people happy.,relationship (continuous X continuous),False,RELATIONSHIP,92ghd48xe,Happiness,Static,"alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness, ",28:10,,,,scatterplot
402,scatterplot,relationship strength and/or direction,"Well, I'm kidding, I can't conclude that.",relationship (continuous X continuous),False,RELATIONSHIP,92ghd48xe,Happiness,Static,"alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness, ",28:12,,True,,scatterplot
403,scatterplot,relationship strength and/or direction,"GDP and Happiness have a positive correlation, If they have cause-effect relationship, it's probably likely that people in rich countries have less stress therefore ""happier"" [written]",relationship (continuous X continuous),False,RELATIONSHIP,92ghd48xe,Happiness,Static,"alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness, ",28:58,True,,,scatterplot
404,python,relationship strength and/or direction,"Well, so we have strong positive– Oh, that's interesting– social support.",relationship (continuous X continuous),False,RELATIONSHIP,92ghd48xe,Space,Interactive,"df_corr_happinessscore_92ghd48xehappiness, ",34:17,,,,python
405,python,relationship strength and/or direction,I'm assuming this is social programs.,relationship (continuous X continuous),False,RELATIONSHIP,92ghd48xe,Space,Interactive,"df_corr_happinessscore_92ghd48xehappiness, ",34:23,True,,,python
406,python,relationship strength and/or direction,"high happiness and the life expectancy, high life, expectancy.",relationship (continuous X continuous),False,RELATIONSHIP,92ghd48xe,Space,Interactive,"df_corr_happinessscore_92ghd48xehappiness, ",34:27,,,,python
407,python,relationship strength and/or direction,Freedom is not as correlated as I thought with happiness score.,relationship (continuous X continuous),False,RELATIONSHIP,92ghd48xe,Space,Interactive,"df_corr_happinessscore_92ghd48xehappiness, ",34:36,,,,python
408,python,data provenance,"I'm suspicious if those people taking the survey in countries with low freedom had the ""freedom"" to speak honestly. [written]",,False,DATASET,92ghd48xe,Space,Interactive,"df_corr_happinessscore_92ghd48xehappiness, ",35:30,True,,,python
409,python,relationship strength and/or direction,Generous countries don't seem to be happier.[written] That's an interesting one.,relationship (continuous X continuous),False,RELATIONSHIP,92ghd48xe,Space,Interactive,"df_corr_happinessscore_92ghd48xehappiness, ",36:15,,,,python
410,python,"distribution shape [shape, skew, kurtosis]","let me just be real careful here with this one calculation. you know since sometimes, If a country has like a lowercase and an upper case, it counts them twice.",distribution (categorical),False,VARIABLE,92ghd48xe,Space,Interactive,"df_country_unique_2_92ghd48xehappiness, ",37:10,,,,python
411,dataframe,relationship strength and/or direction,Cabin – Probably related to money.,relationship (categorical X continuous),False,RELATIONSHIP,92ghd48xe,Space,Interactive,"df_92ghd48xespace, ",1:00:42,,,,dataframe
412,dataframe,variable metadata,Survived– uh oh! People died in this thing?,,False,DATASET,92ghd48xe,Space,Interactive,"df_92ghd48xespace, ",1:01:06,,,,dataframe
413,data_dictionary,variable metadata,"Oh, I see money is all over this [hovering over the money variables]",,False,DATASET,92ghd48xe,Space,Interactive,"data_dictionary, ",1:01:49,,,,data_dictionary
414,dataframe,relationship strength and/or direction,Maybe they are space racists. We'll see if the home planet had any effect on survival.,relationship (categorical X categorical),False,RELATIONSHIP,92ghd48xe,Space,Interactive,"df_92ghd48xespace, ",1:02:16,True,,,dataframe
415,python,representation comment,Well that doesn't tell me anything without a total count,,False,ANALYSIS PROCESS,92ghd48xe,Space,Interactive,"homeplanet_group_count_survived_92ghd48xespace, ",1:03:12,,,,python
416,python,relationship strength and/or direction,Earth had a higher survival rate. so. Maybe the Earthlings we're giving preference.,relationship (categorical X categorical),False,RELATIONSHIP,92ghd48xe,Space,Interactive,"filter_homeplanet_survived_false_homeplanet_value_counts_92ghd48xespace, filter_homeplanet_survived_true_homeplanet_value_counts_92ghd48xespace, ",1:06:25,,,,python
417,python,relationship strength and/or direction,"Yeah. i'm looking at who survived, and who didn't survive, and how much he spent in different places. So, just off the top of my head, I see that the survivors spent more on on room service, which is a sign of status to some degree.",relationship (categorical X continuous),False,RELATIONSHIP,92ghd48xe,Space,Interactive,"survived_describe_92ghd48xespace, no_survive_describe_92ghd48xespace, ",1:08:19,,,,python
418,python,relationship strength and/or direction,"Food court spend was higher for the no survive. which probably tells me that there were maybe restaurants here, and the people with less money, went to the food court instead. ",relationship (categorical X continuous),False,RELATIONSHIP,92ghd48xe,Space,Interactive,"survived_describe_92ghd48xespace, no_survive_describe_92ghd48xespace, ",1:08:35,True,,,python
419,python,relationship strength and/or direction,shopping mall – about even there,relationship (categorical X continuous),False,RELATIONSHIP,92ghd48xe,Space,Interactive,"survived_describe_92ghd48xespace, no_survive_describe_92ghd48xespace, ",1:08:52,,,,python
420,barplot,representation comment,I messed it up. maybe I want the whole dataset. ,,False,ANALYSIS PROCESS,92ghd48xe,Space,Interactive,"alx_countplot_survived_92ghd48xespace, ",1:11:03,,True,,barplot
421,data_dictionary,variable metadata,What is spa? Spa is .... Ah it's another money,,False,DATASET,92ghd48xe,Space,Interactive,"survived_describe_92ghd48xespace, no_survive_describe_92ghd48xespace, data_dictionary, ",1:11:20,,,,data_dictionary
422,python,plan of action,What do I want?,,False,ANALYSIS PROCESS,92ghd48xe,Space,Interactive,"survived_describe_92ghd48xespace, no_survive_describe_92ghd48xespace, ",1:11:44,,,,python
423,barplot,representation comment,Oh that's very helpful,,False,ANALYSIS PROCESS,92ghd48xe,Space,Interactive,"alx_barplot_df_survived_average_roomservice_2_92ghd48xespace, ",1:18:10,,,,barplot
424,barplot,relationship strength and/or direction,Oh europa! [commenting on the fact that food court average is highest for europa],relationship (categorical X categorical),False,RELATIONSHIP,92ghd48xe,Space,Interactive,"alx_barplot_df_homeplanet_average_foodcourt_92ghd48xespace, ",1:19:03,,,,barplot
425,barplot,relationship strength and/or direction,Earth doesn't like to spend full for some reason.,relationship (categorical X categorical),False,RELATIONSHIP,92ghd48xe,Space,Interactive,"alx_barplot_df_homeplanet_average_foodcourt_92ghd48xespace, ",1:19:07,,,,barplot
426,none,relationship strength and/or direction,"I'm using room services, a proxy for having money.",relationship (continuous X continuous),False,RELATIONSHIP,92ghd48xe,Space,Interactive,,1:19:25,,,,none
427,barplot,relationship strength and/or direction," Okay, Mars likes room service.",relationship (categorical X continuous),False,RELATIONSHIP,92ghd48xe,Space,Interactive,"alx_barplot_df_homeplanet_average_roomservice_92ghd48xespace, ",1:19:33,,,,barplot
428,python,relationship strength and/or direction,So room service is giving me mixed signals here. I'm Kind of confused by it because I thought it would be like a proxy for wealth in here. But it doesn't seem.,relationship (continuous X continuous),False,RELATIONSHIP,92ghd48xe,Space,Interactive,"survived_describe_roomservice_foodcourt_shoppingmall_92ghd48xespace, no_survive_describe_92ghd48xespace, ",1:20:30,,,,python
429,python,relationship strength and/or direction,"Europa seems to be the rich ones, but they didn't survive more than Earth did","relationship (multivariate)
",False,RELATIONSHIP,92ghd48xe,Space,Interactive,"sum_groupby_homeplanet_92ghd48xespace, ",1:23:14,,,,python
430,python,relationship strength and/or direction,So I think my initial assumption of wealth being an indicator of survivor is a little shaky.,relationship (categorical X continuous),False,RELATIONSHIP,92ghd48xe,Space,Interactive,"sum_groupby_homeplanet_92ghd48xespace, survived_describe_92ghd48xespace, no_survive_describe_92ghd48xespace, ",1:23:29,,,,python
431,none,relationship strength and/or direction,Planet earth citizens were more likely to have been saved than other planets. [written],relationship (categorical X continuous),False,RELATIONSHIP,92ghd48xe,Space,Interactive,,1:25:55,,,,none
432,columns_data_dictionary,variable metadata,"transported is like rescued, right?",,False,DATASET,E1D39056,Space,Static,"df_columns_E1D39056space, data_dictionary, ",10:22,,,,columns_data_dictionary
433,python,relationship strength and/or direction,"So like looking at the off diagonals, it doesn't seem that VIPs were like overly targeted for being rescued.",relationship (categorical X categorical),False,RELATIONSHIP,E1D39056,Space,Static,"VIP_transported_cov_filled_E1D39056space, ",17:03,,,,python
434,dataframe,relationship existence / non-existence,Nothing major pops out there.,relationship (categorical X categorical),False,RELATIONSHIP,E1D39056,Space,Static,"homePlanet_transported_crosstab_E1D39056space, ",19:29,,,,dataframe
435,profile,missing data,Okay? So one thing I am seeing like a lot of these categorical values is that like it's like a non-trivial amount of mount null values.,,False,DATASET,E1D39056,Space,Static,"alx_profile_not_transported_E1D39056space, ",19:34,,,,profile
436,profile,representation comment,nulls showing up automatically in one of these histogram values is helpful.,,False,ANALYSIS PROCESS,E1D39056,Space,Static,"alx_profile_not_transported_E1D39056space, ",21:15,,,,profile
437,dataframe,relationship strength and/or direction,looks like most of the the passengers in cryosleep made it out.,relationship (categorical X categorical),False,RELATIONSHIP,E1D39056,Space,Static,"cryoSleep_transported_crosstab_E1D39056space, ",22:06,,,,dataframe
438,profile,representation comment,"I'm just like looking at like this visualization in cell 19, and look at the list I put in here.",,False,ANALYSIS PROCESS,E1D39056,Space,Static,"alx_profile_not_transported_E1D39056space, ",22:49,,,,profile
439,dataframe,relationship strength and/or direction,"if there was like some unfairness based on like how much of the past we've spent like the the fact that if they spent any, that they would be rescued more.",relationship (categorical X continuous),False,RELATIONSHIP,E1D39056,Space,Static,"spent_any_transported_crosstab_E1D39056space, ",26:07,,,,dataframe
440,hist,relationship strength and/or direction,so just like looking at like starboard versus Port doesn't look like there's any main difference in kind of like the the ratio of or any significant difference between the ratio like rescued versus non rescued,relationship (categorical X categorical),False,RELATIONSHIP,E1D39056,Space,Static,"S_P_transported_hist_repeat_E1D39056space, ",30:11,,,,hist
441,profile,plan of action,"I'm just trying to see, like if there is a quick way to figure out like the percentage of each column that's null.",,False,ANALYSIS PROCESS,E1D39056,Happiness,Interactive,"profile_df_E1D39056happiness, ",45:35,,,,profile
442,profile,representation comment,So it like from this profile I would assume that there's like one country name that is is null.,,False,ANALYSIS PROCESS,E1D39056,Happiness,Interactive,"profile_df_any_na_E1D39056happiness, ",46:21,,,,profile
443,none,plan of action,"I'm going to look at obvious things to to see that, like weren't or in the tutorial.",,False,ANALYSIS PROCESS,E1D39056,Happiness,Interactive,,49:57,,,,none
444,scatterplot,relationship strength and/or direction,"per perceptions of corruption and like confidence in in the government, or like we There's like a weaker  relationship between those  than I expected.",relationship (continuous X continuous),False,RELATIONSHIP,E1D39056,Happiness,Interactive,"gov_confidence_corruption_jointplot_E1D39056happiness, ",50:26,,,,scatterplot
445,scatterplot,relationship strength and/or direction,"Okay, that makes sense. [looking at the scatterplot trending positive correlation for Positive Affect and Social Support]",relationship (continuous X continuous),True,RELATIONSHIP,E1D39056,Happiness,Interactive,"tooltip_positive_support_jointplot_E1D39056happiness, ",52:48,,,,scatterplot
446,scatterplot,relationship cluster(s)/subgroup/ unexpected,that's kind of interesting. I would expect those to like cluster differently,relationship (continuous X continuous),True,RELATIONSHIP,E1D39056,Happiness,Interactive,"tooltip_positive_negative_jointplot_E1D39056happiness, ",53:00,,,,scatterplot
447,pairplot,representation comment,i'm just gonna move the positive effect column into the beginning. So it's easier to like Look at what's going on.,,False,ANALYSIS PROCESS,E1D39056,Happiness,Interactive,"pairplot_df_E1D39056happiness, ",55:31,,,,pairplot
448,pairplot,relationship strength and/or direction,like reducing perceptions of corruption increases positive effect.,relationship (continuous X continuous),False,RELATIONSHIP,E1D39056,Happiness,Interactive,"pairplot_df_E1D39056happiness, ",57:59,,,,pairplot
449,pairplot,relationship form (linearity/non-linearity),"confidence in national governments, just seems to be all over the place in terms of its effect on positive affect",relationship (continuous X continuous),False,RELATIONSHIP,E1D39056,Happiness,Interactive,"pairplot_df_E1D39056happiness, ",58:08,,,,pairplot
450,pairplot,representation comment,"I was just saying it's like pretty performance, so like it reacts pretty performant– on the browser side like it reacts like real time",,True,ANALYSIS PROCESS,E1D39056,Happiness,Interactive,"subset_columns_assignment_yearfilter_pairplot_E1D39056happiness, ",59:06,,,,pairplot
451,pairplot,relationship strength and/or direction,it looks like there's like some of these relationships sharpen so like perceptions of corruption– like you can see it going from  like relatively unclustered to like us like a a sharper linear relationship between lower perceptions of corruption being related to higher effect.,"relationship (multivariate)
",True,RELATIONSHIP,E1D39056,Happiness,Interactive,"subset_columns_assignment_yearfilter_pairplot_E1D39056happiness, ",59:46,,,,pairplot
452,pairplot,representation comment,Can I move the filter far to the top of the the plot by any chance?,,True,ANALYSIS PROCESS,E1D39056,Happiness,Interactive,"subset_columns_assignment_yearfilter_pairplot_E1D39056happiness, ",1:00:28,,,,pairplot
453,pairplot,relationship strength and/or direction,"confidence in national governments, had no effect overall or at specific time periods [written]","relationship (multivariate)
",True,RELATIONSHIP,E1D39056,Happiness,Interactive,"subset_columns_assignment_yearfilter_pairplot_E1D39056happiness, ",1:11:00,,,,pairplot
454,pairplot,relationship strength and/or direction,social support and lide ladder are consistent over time [written],"relationship (multivariate)
",True,RELATIONSHIP,E1D39056,Happiness,Interactive,"subset_columns_assignment_yearfilter_pairplot_E1D39056happiness, ",1:11:40,,,,pairplot
455,dataframe,representation comment,"so we just have, you know, like a good overview of the data set here.",,False,ANALYSIS PROCESS,8v892iige,Space,Static,"load_data_and_head_8v892iigespace, ",31:26,,,,dataframe
456,dataframe,variable metadata,"So we have the passenger id, the home planet, Cryosleep, whether it is false or True, and then Cabin, Destination, Age, vip, Room service, food court, shopping mall, SPA, VR deck, the name, and then whether they survive or not.",,False,DATASET,8v892iige,Space,Static,"load_data_and_head_8v892iigespace, ",31:45,,,True,dataframe
457,dataframe,missing data,"So in general, you know, if the research question is about data quality. I think you know, we would need to see whether you know the data looks sound. So one thing you know to see is, you know, like, if all of them are populated correctly.",,False,DATASET,8v892iige,Space,Static,"load_data_and_head_8v892iigespace, ",32:54,,,,dataframe
458,dataframe,plan of action,"so basically, like, for example, in home planet here, right? Of course, we cannot say for the whole thing, so my strategy will be like going through each of the variable here. do the summary statistic.",,False,ANALYSIS PROCESS,8v892iige,Space,Static,"load_data_and_head_8v892iigespace, ",33:12,,,,dataframe
459,dataframe,missing data,"we can see right away, you know, for the Vip and the room service. There's a lot of NA, maybe.",,False,DATASET,8v892iige,Space,Static,"load_data_and_head_8v892iigespace, ",33:35,,,,dataframe
460,dataframe,missing data,"like how many missing values that these variable in particular, and in general, the whole data has. So that is one thing that we need to check.",,False,DATASET,8v892iige,Space,Static,"load_data_and_head_8v892iigespace, ",33:42,,,,dataframe
461,dataframe,data provenance,"So this is the first time that I see this data. So I have no idea about this data. So I'm also curious about you know, what are these people? are they entered correctly.",,False,DATASET,8v892iige,Space,Static,"load_data_and_head_8v892iigespace, ",34:02,True,,,dataframe
462,dataframe,relationship strength and/or direction,"So it seems like, you know, they going to a different planet, and then whether they survive and come back to Earth.",,False,RELATIONSHIP,8v892iige,Space,Static,"load_data_and_head_8v892iigespace, ",34:18,True,,,dataframe
463,dataframe,relationship range constriction,"you notice that you know the first person named Wales their age is 0. So I don't know if this is a newborn or This is like a real assignment. So if it is an adult, the age 0 would be like a incorrect data.",,False,RELATIONSHIP,8v892iige,Space,Static,"load_data_and_head_8v892iigespace, ",34:37,,,,dataframe
464,describe,missing data,"Fantastic, so we can see all of the variables, and then we can see how much, you know, they are missing.",,False,DATASET,8v892iige,Space,Static,"df_describe_transpose_8v892iigespace, ",35:48,,,,describe
465,describe,data size,"So, for example, this looks like,  there's 5,000 observations, but each is 4,900 [referring to count column of df.describe().T], so there's a hundred missing.",,False,DATASET,8v892iige,Space,Static,"df_describe_transpose_8v892iigespace, ",36:05,,,,describe
466,describe,missing data,"Then again, the same thing here. So room service, Food court is also like about 100 or so missing values.",,False,DATASET,8v892iige,Space,Static,"df_describe_transpose_8v892iigespace, ",36:11,,,True,describe
467,dataframe,missing data,"so in particular, if I'm interested in seeing the VIP, because I see that this one [gestures at df.head VIP column] has NA.",,False,DATASET,8v892iige,Space,Static,"load_data_and_head_8v892iigespace, ",36:32,,,,dataframe
468,dataframe,variable metadata,"So this is, you can see, this is a categorical variable. [hovers over VIP in table]",,False,DATASET,8v892iige,Space,Static,"load_data_and_head_8v892iigespace, ",38:15,,,,dataframe
469,describe,missing data,so here we have 4887  and then 4770 is False. so we can see that this one has about 113 missing values.,,False,DATASET,8v892iige,Space,Static,"VIP_describe_8v892iigespace, ",38:43,,,,describe
470,describe,missing data,so this one also has some missing [referencing Roomserivce describe],,False,DATASET,8v892iige,Space,Static,"roomService_describe_8v892iigespace, ",39:14,,,,describe
471,dataframe_describe,missing data,"So about 100 out of about 5,000. So that would be like 2% that not like, you know, terrible.",,False,DATASET,8v892iige,Space,Static,"roomService_describe_8v892iigespace, load_data_and_head_8v892iigespace, df_describe_transpose_8v892iigespace, ",39:33,,,,dataframe_describe
472,dataframe,missing data,"I mean, if we want right, we can replace that with the a kind of like the center of the distribution. ",,False,DATASET,8v892iige,Space,Static,"load_data_and_head_8v892iigespace, ",39:40,,,,dataframe
474,profile,missing data,"You know that True was a little tiny and also basically the null here it, if this is randomly missing, then we can impute the median, which is false.",distribution (categorical),False,DATASET,8v892iige,Space,Static,"profile_df_VIP_8v892iigespace, ",42:06,,,,profile
475,dataframe,"distribution shape [shape, skew, kurtosis]", Okay so this one is 0 here. So the same–it could be 0.,,False,VARIABLE,8v892iige,Space,Static,"profile_df_roomService_8v892iigespace, ",43:00,,,,dataframe
476,double-profiler,relationship existence / non-existence,"So if we can see the correlation between different variables. That would be nice, you know, to know whether a vip and room service, depend on other things that are available here.",relationship (continuous X continuous),False,RELATIONSHIP,8v892iige,Space,Static,"load_data_and_head_8v892iigespace, ",43:07,,,,double-profiler
477,profile,missing data,"So from the histogram, I already see that you want the median to be 0. So I'm going to replace Room Service with 0 and the vip with the false.",,False,DATASET,8v892iige,Space,Static,"profile_df_VIP_8v892iigespace, profile_df_roomService_8v892iigespace, ",43:25,,,,profile
478,describe,missing data,"Now, I can check that to see so there's no NA anymore. So that's great.",,False,DATASET,8v892iige,Space,Static,"fillna_VIP_median_profile_8v892iigespace, ",44:25,,,,describe
479,dataframe,"distribution range [min, max]","Now when we're looking through that mean the max here, right? So we can see that, you know, I saw the seeing me not being correct Like the Room Service. 9,920.",distribution  (continuous),False,VARIABLE,8v892iige,Space,Static,"df_describe_transpose_8v892iigespace, ",46:56,,,,dataframe
480,profile,variable metadata,"So the data has the country name, year, happinessScore, logGDP, social support. life Exceptancy, freedom, generosity, corruption, positive affect, negative affect, confidence.",,False,DATASET,8v892iige,Happiness,Interactive,"load_happiness_csv_head_8v892iigehappiness, ",1:02:53,,,True,profile
481,profile,representation comment,So we can see the binned and in the range of the values.,distribution  (continuous),False,ANALYSIS PROCESS,8v892iige,Happiness,Interactive,"profile_all_columns3_8v892iigehappiness, ",1:04:49,,,,profile
482,profile,"distribution range [min, max]","So life expectancy is between 0 and 80, logGDPPerCapita 0-12, corruption 0-1. ",distribution  (continuous),False,VARIABLE,8v892iige,Happiness,Interactive,"profile_all_columns3_8v892iigehappiness, ",1:04:56,,,True,profile
483,describe,missing data,"So in terms of the mean and the Max, I think it's okay, but let's take a look at the summary statistic to see if we have any missing values or anything like that.",,False,DATASET,8v892iige,Happiness,Interactive,"profile_all_columns3_8v892iigehappiness, ",1:05:04,,,,describe
485,describe,missing data,Happiness score is in the 2080's as well.,,False,DATASET,8v892iige,Happiness,Interactive,"df_describe_transpose2_8v892iigehappiness, ",1:05:45,,,,describe
486,describe,missing data,logGDP has some missing values– so 89 minus 52.,,False,DATASET,8v892iige,Happiness,Interactive,"df_describe_transpose2_8v892iigehappiness, ",1:05:49,,,,describe
487,describe,missing data,"social support and life expectancy. So they also have, like, 2060 after this And some are missing.",,False,DATASET,8v892iige,Happiness,Interactive,"df_describe_transpose2_8v892iigehappiness, ",1:06:03,,,,describe
488,describe,missing data,Generosity has a lot of missing.,,False,DATASET,8v892iige,Happiness,Interactive,"df_describe_transpose2_8v892iigehappiness, ",1:06:14,,,,describe
489,describe,missing data,Corruption also has a lot of missing. ,,False,DATASET,8v892iige,Happiness,Interactive,"df_describe_transpose2_8v892iigehappiness, ",1:06:20,,,,describe
490,scatterplot,missing data,So it seems like there's a lot of missing values for corruption and confidence in the government.,,False,DATASET,8v892iige,Happiness,Interactive,"df_describe_transpose2_8v892iigehappiness, ",1:06:25,,,True,scatterplot
491,scatterplot,"distribution range [min, max]","I'm not sure what the scale is for generosity. Is it okay, to have a negative value on generosity?",distribution  (continuous),False,VARIABLE,8v892iige,Happiness,Interactive,"df_describe_transpose2_8v892iigehappiness, ",1:06:37,,,,scatterplot
492,scatterplot,relationship strength and/or direction,"so we do see, like as a positive relationship between GDP and happiness score",relationship (continuous X continuous),False,RELATIONSHIP,8v892iige,Happiness,Interactive,"scatterplot_GDP_happiness_8v892iigehappiness, ",1:08:40,,,,scatterplot
493,scatterplot,relationship strength and/or direction,"we see the possibly for a relationship between better economic condition and happiness. So it seems like the higher the economic condition, the more the happiness.",relationship (continuous X continuous),False,RELATIONSHIP,8v892iige,Happiness,Interactive,"scatterplot_GDP_happiness_8v892iigehappiness, ",1:08:54,,,,scatterplot
494,scatterplot,plan of action,we could run a regression here ,,False,ANALYSIS PROCESS,8v892iige,Happiness,Interactive,"scatterplot_GDP_happiness_8v892iigehappiness, ",1:10:10,,,,scatterplot
495,scatterplot,relationship strength and/or direction,"So I want to know, like in different countries, Whether this correlation [happiness and logGDPPerCapita] would be different.","relationship (multivariate)
",False,RELATIONSHIP,8v892iige,Happiness,Interactive,"scatterplot_GDP_happiness_8v892iigehappiness, ",1:10:45,,,,scatterplot
