,All representations,,,,Condition,,Data Type,Didn't use interaction,,,,,,,Insight Description,Justification,,,Notebook,,,,,PID,,Python Used,,,,,,Timestamp,,,Utterance,Was Interaction Used,Was Recapped,Was Vis used,group,interaction_used,,,Data Type,UtteranceType,highlevel,Was Interaction Used_content,Was Vis used_content,Python Used_content,Other representation_content,joined,output_types,combined_content
278,"pairplot_df_4728sjuizhappiness,",,,,Static,,relationship (continuous X continuous),,,,,,,,,,,,Happiness,,,,,4728sjuiz,,,,,,,,33:40,,,"I mean, it's a little messy, but by and large it's a negative correlation",,,pairplot_df_4728sjuizhappiness,pairplot,FALSE,,,relationship (continuous X continuous),relationship strength and/or direction,RELATIONSHIP,,alx.pairplot(df),,,pairplot_df_4728sjuizhappiness,visualization, alx.pairplot(df)  
279,"df_corr_pearson_all_4728sjuizhappiness,",,,,Static,,,,,,,,,,,,,,Happiness,,,,,4728sjuiz,,df_corr_pearson_all_4728sjuizhappiness,,,,,,36:03,,,So I guess one other quick thing is whether Pearson is the right thing to use. I think with these data. I think it's fair enough to use a Pearson correlation for these all seem like a parametric method. It looks reasonable.,,,,dataframe,FALSE,,,,plan of action,ANALYSIS PROCESS,,,df.corr(method='pearson'),,df_corr_pearson_all_4728sjuizhappiness,dataframe,  df.corr(method='pearson') 
280,"import_np_string_format_4728sjuizhappiness,",,,,Static,,,,,,,,,,,,,,Happiness,,,,,4728sjuiz,,import_np_string_format_4728sjuizhappiness,,,,,,38:47,,,16.37% of the data contain null values [WRITTEN],,,,none,FALSE,,,,missing data,DATASET,,,"import numpy as np
'{}% of the data contain null values.'.format(np.round(sum(df.isnull().sum(axis=1) > 0) / df.shape[0] * 100, 2))",,import_np_string_format_4728sjuizhappiness,other,"import numpy as np
'{}% of the data contain null values.'.format(np.round(sum(df.isnull().sum(axis=1) > 0) / df.shape[0] * 100, 2))"
281,"pairplot_df_4728sjuizhappiness,",,,,Static,,distribution  (continuous),,,,,,,,,,,,Happiness,,,,,4728sjuiz,,,,,,,,41:16,,,it seems that both freedom and corruptionare sort of left tailed distributions.,,,pairplot_df_4728sjuizhappiness,pairplot,FALSE,,,distribution  (continuous),"distribution shape [shape, skew, kurtosis]",VARIABLE,,alx.pairplot(df),,,pairplot_df_4728sjuizhappiness,visualization, alx.pairplot(df)  
282,"data_dictionary, ",,,,Static,,,,,,,,,,,,,,Happiness,,,,,4728sjuiz,,,,,,,,41:32,,,"the definition of the freedom, variable average of responses, asking if individuals are satisfied or dissatisfied with their freedom to choose what they do with their lives. So a high value, I guess, is high perceived freedom.",,,,data_dictionary,FALSE,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
283,"jointplot_freedom_corruption_4728sjuizhappiness,",,,,Static,,,,,,,,,,,,,,Happiness,,,,,4728sjuiz,,,,,,,,42:17,,,"And so I guess this is, I guess, the same idea, but a smaller version of the an isolated version of the above plot, or we're not distracted by the rest of the relationships.",,,jointplot_freedom_corruption_4728sjuizhappiness,scatterplot,FALSE,,,,representation comment,ANALYSIS PROCESS,,"alx.jointplot(df, 'freedom', 'corruption')",,,jointplot_freedom_corruption_4728sjuizhappiness,visualization," alx.jointplot(df, 'freedom', 'corruption')  "
284,"jointplot_freedom_corruption_4728sjuizhappiness,",,,,Static,,"relationship (multivariate)
",,,,,,,,,,,,Happiness,,,,,4728sjuiz,,,,,,,,42:45,,,"I would be curious, for example, if we set some sort of threshold here for who these individuals that are. we could call it a separate population that have low corruption values. We can ask who in quotes who these people are, and what I mean by that is, where do they stand on other matters? ",,,jointplot_freedom_corruption_4728sjuizhappiness,scatterplot,FALSE,,,"relationship (multivariate)
",relationship cluster(s)/subgroup/ unexpected,RELATIONSHIP,,"alx.jointplot(df, 'freedom', 'corruption')",,,jointplot_freedom_corruption_4728sjuizhappiness,visualization," alx.jointplot(df, 'freedom', 'corruption')  "
285,"jointplot_freedom_corruption_4728sjuizhappiness,",,,,Static,,"relationship (multivariate)
",,,,,,,,,,,,Happiness,,,,,4728sjuiz,,,,,,,,42:52,,,And are they within range for other Variables as well.,,,jointplot_freedom_corruption_4728sjuizhappiness,scatterplot,FALSE,,,"relationship (multivariate)
",relationship range constriction,RELATIONSHIP,,"alx.jointplot(df, 'freedom', 'corruption')",,,jointplot_freedom_corruption_4728sjuizhappiness,visualization," alx.jointplot(df, 'freedom', 'corruption')  "
286,,,,,Static,,,,,,,,,,,,,,Happiness,,,,,4728sjuiz,,,,,,,,42:55,,,"And so one way that I imagine we could do that across the board is to set for the, for the corruption variable.",,,,none,FALSE,,,,plan of action,ANALYSIS PROCESS,,,,,,,   
287,"null_count_plot_4728sjuizspace,",,,,Interactive,,,,,,,,,,,,,,Space,,,,,4728sjuiz,,,,,,,,1:10:00,,,"So a bunch of the data here have one column missing. So I mean, one thing we can do is ask which one of these is there one problematic column?",,,null_count_plot_4728sjuizspace,scatterplot,FALSE,,,,missing data,DATASET,,"isnull_df = pd.DataFrame(df.isnull().sum(axis=1)).reset_index()
isnull_df['NullCount'] = isnull_df[0]
isnull_df.drop(columns=0, inplace=True)
alx.scatterplot(data=isnull_df, x='index', y='NullCount', width=1000, height=500)",,,null_count_plot_4728sjuizspace,visualization,"isnull_df = pd.DataFrame(df.isnull().sum(axis=1)).reset_index()
isnull_df['NullCount'] = isnull_df[0]
isnull_df.drop(columns=0, inplace=True)
alx.scatterplot(data=isnull_df, x='index', y='NullCount', width=1000, height=500)"
288,"row_null_check_4728sjuizspace,",,,,Interactive,,,,,,,,,,,,,,Space,,,,,4728sjuiz,,row_null_check_4728sjuizspace,,,,,,1:10:43,,,"So what I was expecting to see is that one of these columns had a really large value, and that most of them didn't. And then maybe there, there would have been one variable. That's kind of the problematic one. It would just keep an eye out for that. But this suggests that most of the data point of most of the subjects are missing.",,,,none,FALSE,,,,missing data,DATASET,,,df.isnull(axis=1),,row_null_check_4728sjuizspace,error,df.isnull(axis=1)
289,"pairplot_df_4728sjuizspace,",,,,Interactive,,,,,,,,,,,,,,Space,,,,,4728sjuiz,,,,,,,,1:11:52,,,"How does it deal with null values? So if there's a null value? Because in the correlations, it's just in some and not others, does it exclude it from all of them? ",,,pairplot_df_4728sjuizspace,pairplot,FALSE,,,,representation comment,ANALYSIS PROCESS,,alx.pairplot(df),,,pairplot_df_4728sjuizspace,visualization, alx.pairplot(df)  
290,"null_row_percentage100_4728sjuizspace,",,,,Interactive,,,,,,,,,,,,,,Space,,,,,4728sjuiz,,null_row_percentage100_4728sjuizspace,,,,,,1:15:21,,,"This is, a larger percent of the data set that has some missing data than in the previous one. And the previous one was like 16. This is 23, but because it's sprinkled throughout the data set. Maybe it's that's fine.",,,,none,FALSE,,,,missing data,DATASET,,,sum(df.isnull().sum(axis=1) > 0) / df.shape[0] * 100,,null_row_percentage100_4728sjuizspace,other,sum(df.isnull().sum(axis=1) > 0) / df.shape[0] * 100
291,"pairplot_df_4728sjuizspace,",,,,Interactive,,distribution  (continuous),,,,,,,,,,,,Space,,,,,4728sjuiz,,,,,,,,1:15:41,,,So age is normally distributed? It seems like most of the people are in their like on the thirties in this data set.,,,pairplot_df_4728sjuizspace,pairplot,FALSE,,,distribution  (continuous),"distribution shape [shape, skew, kurtosis]",VARIABLE,,alx.pairplot(df),,,pairplot_df_4728sjuizspace,visualization, alx.pairplot(df)  
292,"pairplot_df_4728sjuizspace,",,,,Interactive,,distribution  (continuous),,,,,,,,,,,,Space,,,,,4728sjuiz,,,,,,,,1:15:48,,,But then these other variables are are very strangely distributed. and that could buy us some of these results.,,,pairplot_df_4728sjuizspace,pairplot,FALSE,,,distribution  (continuous),"distribution shape [shape, skew, kurtosis]",VARIABLE,,alx.pairplot(df),,,pairplot_df_4728sjuizspace,visualization, alx.pairplot(df)  
293,"pairplot_df_4728sjuizspace, data_dictionary,",,,,Interactive,,distribution  (continuous),,,,,,,,,,,,Space,,,,,4728sjuiz,,,,,,,,1:16:06,,,"So why might that be? Let's look at what these variables are, so everything from the room service to VR deck has a very skewed distribution. indicating how much money and passenger used on room service. I guess that explains it. So then it suggests that most people spent very little money on all of these things.",,,pairplot_df_4728sjuizspace,Multi-view Chart,FALSE,,,distribution  (continuous),"distribution shape [shape, skew, kurtosis]",VARIABLE,,alx.pairplot(df),,data_dictionary,"pairplot_df_4728sjuizspace, data_dictionary","visualization, data_dictionary", alx.pairplot(df)  data_dictionary
294,"pairplot_df_4728sjuizspace, intro_text,",,,,Interactive,,relationship (categorical X continuous),,,,,,,,,,,,Space,,,,,4728sjuiz,,,,,,,,1:17:42,,,"So when I think about fairness, and since all of these metrics have some relationship to do with how much people are spending. Then what it makes me think is that maybe the people who spent more or spent less or something there, some relationship between how much people are spending and the sort of the outcome. The outcome is whether they were saved.",,,pairplot_df_4728sjuizspace,pairplot,FALSE,,,relationship (categorical X continuous),relationship existence / non-existence,RELATIONSHIP,,alx.pairplot(df),,,"pairplot_df_4728sjuizspace, intro_text",visualization, alx.pairplot(df)  
295,"display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace,",,,,Interactive,,,,,,,,,,,,,,Space,,,,,4728sjuiz,,,,,,,,1:30:29,,,"So it seems like, somehow, these plots are linked. ... can that be turned off?","display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace",,,scatterplot,TRUE,,,,representation comment,ANALYSIS PROCESS,"plot_list cont_cols = ['Age', 'RoomService', 'FoodCourt', 'ShoppingMall', 'Spa', 'VRDeck']
from itertools import combinations
col_pairs = combinations(cont_cols, 2)

plot_list = alx.pan_zoom() + alx.scatterplot(df, x='Age', y='RoomService')
for x, y in col_pairs:
    plot_list = plot_list | alx.scatterplot(df, x=x, y=y, color='survived')",,,,"display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace","visualization, other","plot_list cont_cols = ['Age', 'RoomService', 'FoodCourt', 'ShoppingMall', 'Spa', 'VRDeck']
from itertools import combinations
col_pairs = combinations(cont_cols, 2)

plot_list = alx.pan_zoom() + alx.scatterplot(df, x='Age', y='RoomService')
for x, y in col_pairs:
    plot_list = plot_list | alx.scatterplot(df, x=x, y=y, color='survived')"
296,"display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace,",,,,Interactive,,relationship (categorical X continuous),,,,,,,,,,,,Space,,,,,4728sjuiz,,,,,,,,1:31:15,,,"when you zoom in, it kind of already becomes clear that their points scattered on either side. So it's not like there's an obvious relationship between some of these variables, and whether a person survived or not.","display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace",,,scatterplot,TRUE,,,relationship (categorical X continuous),relationship strength and/or direction,RELATIONSHIP,"plot_list cont_cols = ['Age', 'RoomService', 'FoodCourt', 'ShoppingMall', 'Spa', 'VRDeck']
from itertools import combinations
col_pairs = combinations(cont_cols, 2)

plot_list = alx.pan_zoom() + alx.scatterplot(df, x='Age', y='RoomService')
for x, y in col_pairs:
    plot_list = plot_list | alx.scatterplot(df, x=x, y=y, color='survived')",,,,"display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace","visualization, other","plot_list cont_cols = ['Age', 'RoomService', 'FoodCourt', 'ShoppingMall', 'Spa', 'VRDeck']
from itertools import combinations
col_pairs = combinations(cont_cols, 2)

plot_list = alx.pan_zoom() + alx.scatterplot(df, x='Age', y='RoomService')
for x, y in col_pairs:
    plot_list = plot_list | alx.scatterplot(df, x=x, y=y, color='survived')"
297,"display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace,",,,,Interactive,,relationship (categorical X continuous),,,,,,,,,,,,Space,,,,,4728sjuiz,,,,,,,,1:32:27,,,The hypotheses might have been that the people who spent more money might have been more likely to survive. and I don't know that that totally seems like that's the case because plenty of the people who spent like for example along this line of VR deck people survived all along the dynamic range. And I I think that's kind of true for most of these variables.,"display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace",,,scatterplot,TRUE,,,relationship (categorical X continuous),relationship strength and/or direction,RELATIONSHIP,"plot_list cont_cols = ['Age', 'RoomService', 'FoodCourt', 'ShoppingMall', 'Spa', 'VRDeck']
from itertools import combinations
col_pairs = combinations(cont_cols, 2)

plot_list = alx.pan_zoom() + alx.scatterplot(df, x='Age', y='RoomService')
for x, y in col_pairs:
    plot_list = plot_list | alx.scatterplot(df, x=x, y=y, color='survived')",,,,"display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace","visualization, other","plot_list cont_cols = ['Age', 'RoomService', 'FoodCourt', 'ShoppingMall', 'Spa', 'VRDeck']
from itertools import combinations
col_pairs = combinations(cont_cols, 2)

plot_list = alx.pan_zoom() + alx.scatterplot(df, x='Age', y='RoomService')
for x, y in col_pairs:
    plot_list = plot_list | alx.scatterplot(df, x=x, y=y, color='survived')"
298,"display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace,",,,,Interactive,,relationship (categorical X continuous),,,,,,,,,,,,Space,,,,,4728sjuiz,,,,,,,,1:32:49,,,"I don't know that that's totally true, I think, doing some sort of, because it's so noisy, I think doing some sort of quantitative analyses might be useful here, because so, for example, one thing, it seems here is that, yeah. Maybe people who spent on Spa in general survived. But there could be a bias by the fact that there are a bunch of people who spent 0 on Spa, and it looks like, maybe a lot of those people didn't survive",,,"display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace",scatterplot,TRUE,,,relationship (categorical X continuous),relationship cluster(s)/subgroup/ unexpected,RELATIONSHIP,,"plot_list cont_cols = ['Age', 'RoomService', 'FoodCourt', 'ShoppingMall', 'Spa', 'VRDeck']
from itertools import combinations
col_pairs = combinations(cont_cols, 2)

plot_list = alx.pan_zoom() + alx.scatterplot(df, x='Age', y='RoomService')
for x, y in col_pairs:
    plot_list = plot_list | alx.scatterplot(df, x=x, y=y, color='survived')",,,"display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace","visualization, other","plot_list cont_cols = ['Age', 'RoomService', 'FoodCourt', 'ShoppingMall', 'Spa', 'VRDeck']
from itertools import combinations
col_pairs = combinations(cont_cols, 2)

plot_list = alx.pan_zoom() + alx.scatterplot(df, x='Age', y='RoomService')
for x, y in col_pairs:
    plot_list = plot_list | alx.scatterplot(df, x=x, y=y, color='survived')"
299,"display_dataframe_3r2sh20eihappiness,",,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,display_dataframe_3r2sh20eihappiness,,,,,,18:06,,,Each row is a country from a year. So it's a country and year a combination.,,,,dataframe,FALSE,,,,data orientation,DATASET,,,df,,display_dataframe_3r2sh20eihappiness,dataframe,  df 
300,"display_dataframe_3r2sh20eihappiness,",,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,display_dataframe_3r2sh20eihappiness,,,,,,18:21,,,"I don't remember how freedom, generosity, corruption, and these affect things are. I mean, I could guess what confidence in government is. I'll look at the data dictionary for that to start.",,,,dataframe,FALSE,,,,plan of action,ANALYSIS PROCESS,,,df,,display_dataframe_3r2sh20eihappiness,dataframe,  df 
301,"data_dictionary, ",,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,18:27,,,"Country, year. These are what I expected.",,,,data_dictionary,FALSE,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
302,"data_dictionary, ",,,,Static,,distribution  (continuous),,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,18:32,,,Range is 2005-2021,,,,data_dictionary,FALSE,,,distribution  (continuous),"distribution range [min, max]",VARIABLE,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
303,"data_dictionary, ",,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,18:33,,,"Okay, average national response to the cantral life ladder questions in the galaxy for a poll which, as ndividuals to evaluate their current life. go 0 to 10 .",,,,data_dictionary,FALSE,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
304,"data_dictionary, ",,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,18:45,,,GDP per capita. It's already logged.,,,,data_dictionary,FALSE,,,,data provenance,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
305,"data_dictionary, ",,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,18:55,,,"social support, national average of binary responses, asking if they have relatives or friends",,,,data_dictionary,FALSE,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
306,"data_dictionary, ",,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,19:02,,,Life expectancy. healthy life expectancies at birth based on the WHO extrapolate to match sample period,,,,data_dictionary,FALSE,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
307,"data_dictionary, ",,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,19:16,,,"Freedom. national average of responses to the Gallup poll question, asking if the individuals are satisfied or dissatisfied with their freedom. So it sounds like it's binary, I'll check. ",,,,data_dictionary,FALSE,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
308,"data_dictionary, ",,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,19:26,,,"generosity, you residual of regressing the national average of responses. And if it's not donating money to a charity in the past month. Oh, regressing that on Gdp. Got it",,,,data_dictionary,FALSE,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
309,"data_dictionary, ",,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,19:45,,,"Corruption. Perceptions of corruption, national averages, survey responses to 2 questions in the Gallup Poll related to the perceived corruption in government and in business.",,,,data_dictionary,FALSE,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
310,"data_dictionary, ",,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,19:53,,,"Positive affect. I know these are average of 3 positive effect measures, laugh enjoyment doing interesting things.",,,,data_dictionary,FALSE,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
311,"display_dataframe_3r2sh20eihappiness, data_dictionary,",,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,display_dataframe_3r2sh20eihappiness,,,,,,20:00,,,"This mean of the negative effect measures, worries and anger.",,,,data_dictionary_dataframe,FALSE,,,,variable metadata,DATASET,,,df,data_dictionary,"display_dataframe_3r2sh20eihappiness, data_dictionary","dataframe, data_dictionary",  df data_dictionary
312,,,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,20:21,,,"So before I would like to be able to answer any of those I would just start looking like, make sure things met my expectation... . Make sure things were on the right, like distribution or values. If anything looked outside of what I would expect.",,,,none,FALSE,,,,plan of action,ANALYSIS PROCESS,,,,,,,   
313,"profile_dataframe_3r2sh20eihappiness,",,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,21:17,,,"So now I'm looking like, does a given what I just read about each of those variables like, do these seem reasonable?",,,profile_dataframe_3r2sh20eihappiness,profile,FALSE,,,,plan of action,ANALYSIS PROCESS,,"columns = df.columns 
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eihappiness,visualization," columns = df.columns 
 alx.profile(df,vars=columns)  "
314,"profile_dataframe_3r2sh20eihappiness,",,,,Static,,distribution  (continuous),,,,,,,,INCORRECT INFERENCE (Visualization mirage from binned histogram having a longer axis),,,,Happiness,,,,,3r2sh20ei,,,,,,,,21:23,,,"And so it looks like it says, 2004 here, that's the first thing that pops out– I thought it said 2,005 to 2021. So maybe that's just the way the like viz did it.",,,profile_dataframe_3r2sh20eihappiness,profile,FALSE,,,distribution  (continuous),"distribution range [min, max]",VARIABLE,,"columns = df.columns 
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eihappiness,visualization," columns = df.columns 
 alx.profile(df,vars=columns)  "
315,"profile_dataframe_3r2sh20eihappiness, min_year_3r2sh20eihappiness,",,,,Static,,distribution  (continuous),,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,min_year_3r2sh20eihappiness,,,,,,,,,"So I would do something like df.year got in and it says, 2,005 back. Okay, so that's just like how the viz decided to make it.",,,profile_dataframe_3r2sh20eihappiness,profile,FALSE,,,distribution  (continuous),"distribution range [min, max]",VARIABLE,,"columns = df.columns 
 alx.profile(df,vars=columns)",df.year.min(),,"profile_dataframe_3r2sh20eihappiness, min_year_3r2sh20eihappiness","visualization, other"," columns = df.columns 
 alx.profile(df,vars=columns) df.year.min() "
316,"max_year_3r2sh20eihappiness,",,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,max_year_3r2sh20eihappiness,,,,,,21:48,,,"While I'm here I'll look at the Max, and that is 2021. Okay, so at least, that seems like what we're looking at.",,,,none,FALSE,,,,"distribution range [min, max]",VARIABLE,,,df.year.max(),,max_year_3r2sh20eihappiness,other,  df.year.max() 
317,"profile_dataframe_3r2sh20eihappiness, display_dataframe_3r2sh20eihappiness, data_dictionary,",,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,display_dataframe_3r2sh20eihappiness,,,,,,21:59,,,"So a lot of these that I thought were binary are not actually binary. They're on a scale of 0 to one. So now I'm going to look back... oh there must be some average on national average grade of binary responses to the gallop poll, asking if individuals have reviews or friends. Right? We don't have individual level data.",,,profile_dataframe_3r2sh20eihappiness,Multi-view Chart,FALSE,,,,variable metadata,DATASET,,"columns = df.columns 
 alx.profile(df,vars=columns)",df,data_dictionary,"profile_dataframe_3r2sh20eihappiness, display_dataframe_3r2sh20eihappiness, data_dictionary","visualization, dataframe, data_dictionary"," columns = df.columns 
 alx.profile(df,vars=columns) df data_dictionary"
318,,,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,22:29,,,social support: 0 to 1.,,,,none,FALSE,,,,"distribution range [min, max]",VARIABLE,,,,,,,   
319,"profile_dataframe_3r2sh20eihappiness,",,,,Static,,distribution  (continuous),,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,22:33,,,"So all of these numbers at least, seem reasonable.",,,profile_dataframe_3r2sh20eihappiness,profile,FALSE,,,distribution  (continuous),"distribution shape [shape, skew, kurtosis]",VARIABLE,,"columns = df.columns 
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eihappiness,visualization," columns = df.columns 
 alx.profile(df,vars=columns)  "
320,"profile_dataframe_3r2sh20eihappiness,",,,,Static,,distribution  (continuous),,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,22:39,,,"Confidence in government also, between 0 and 1.",,,profile_dataframe_3r2sh20eihappiness,profile,FALSE,,,distribution  (continuous),"distribution range [min, max]",VARIABLE,,"columns = df.columns 
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eihappiness,visualization," columns = df.columns 
 alx.profile(df,vars=columns)  "
321,"profile_dataframe_3r2sh20eihappiness,",,,,Static,,distribution  (continuous),,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,22:43,,,corruption's got this long left tail.,,,profile_dataframe_3r2sh20eihappiness,profile,FALSE,,,distribution  (continuous),"distribution range [min, max]",VARIABLE,,"columns = df.columns 
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eihappiness,visualization," columns = df.columns 
 alx.profile(df,vars=columns)  "
322,,,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,22:54,,,I would look for missing data. I don't think there's anything in the static to like. Take a look for missing information,,,,none,FALSE,,,,missing data,DATASET,,,,,,,   
323,"null_rows_dataframe_3r2sh20eihappiness,",,,,Static,,distribution  (continuous),,,,,,,,"INCORRECT INFERENCE (is.null returns True for if that data is null, but she looked at an entire table of NaN's and thought that those were nulls (when they just were NOT missing data))",,,,Happiness,,,,,3r2sh20ei,,null_rows_dataframe_3r2sh20eihappiness,,,,,,00:23:28,,,"I got a lot of missing data. I got a lot of missing data. I don't know why it's missing. Oh, that's an NaN.",,,,dataframe,FALSE,,,distribution  (continuous),missing data,DATASET,,,df[df.isnull()],,null_rows_dataframe_3r2sh20eihappiness,dataframe,  df[df.isnull()] 
324,"any_null_in_rows_3r2sh20eihappiness,",,,,Static,,distribution  (continuous),,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,any_null_in_rows_3r2sh20eihappiness,,,,,,24:56,,,"So we do have some missing information. I don't know if it's missing at random. So you look, there's just some measures that didn't happen. There could be lots of reasons. Okay, so we don't have completeness yet for everything.",,,,dataframe,FALSE,,,distribution  (continuous),missing data,DATASET,,,df[df.isnull().any(axis=1)],,any_null_in_rows_3r2sh20eihappiness,dataframe,df[df.isnull().any(axis=1)]
325,"data_dictionary, ",,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,25:10,,, Now I remind myself of any of these were categorical.,,,,data_dictionary,FALSE,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
326,"dataframe_dtypes_3r2sh20eihappiness,",,,,Static,,,,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,dataframe_dtypes_3r2sh20eihappiness,,,,,,25:30,,,"Okay, so everything else is numeric.",,,,none,FALSE,,,,variable metadata,DATASET,,,df.dtypes,,dataframe_dtypes_3r2sh20eihappiness,other,  df.dtypes 
327,"jointplot_positiveAffect_negativeAffect_3r2sh20eihappiness,",,,,Static,,relationship (continuous X continuous),,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,28:11,,,"for some reason become interested in these affect things. Is the relationship between these and like- If the country's mean on positive things is higher, would they be lower on the negative signs? This seems to somewhat be the case.",,,jointplot_positiveAffect_negativeAffect_3r2sh20eihappiness,scatterplot,FALSE,,,relationship (continuous X continuous),relationship strength and/or direction,RELATIONSHIP,,"alx.jointplot(df,x='positiveAffect',y='negativeAffect')",,,jointplot_positiveAffect_negativeAffect_3r2sh20eihappiness,visualization," alx.jointplot(df,x='positiveAffect',y='negativeAffect')  "
328,"jointplot_positiveAffect_negativeAffect_3r2sh20eihappiness,",,,,Static,,distribution  (continuous),,,,,,,,,,,,Happiness,,,,,3r2sh20ei,,,,,,,,28:11,,,The negative has this longer tail,,,jointplot_positiveAffect_negativeAffect_3r2sh20eihappiness,scatterplot,FALSE,,,distribution  (continuous),"distribution shape [shape, skew, kurtosis]",VARIABLE,,"alx.jointplot(df,x='positiveAffect',y='negativeAffect')",,,jointplot_positiveAffect_negativeAffect_3r2sh20eihappiness,visualization," alx.jointplot(df,x='positiveAffect',y='negativeAffect')  "
329,"jointplot_happinessScore_lifeExpectancy_3r2sh20eihappiness,",,,,Static,,relationship (continuous X continuous),,,,,,,,Highglighted because its unclear if jointplot was made before this was said,,,,Happiness,,,,,3r2sh20ei,,,,,,,,29:28,,,"It's a relationship between happiness and life expectancy seems like the most obvious. I can do a pair plot in a second, but that's going to give me a bagillion. So I want to look at these first. ",,,jointplot_happinessScore_lifeExpectancy_3r2sh20eihappiness,scatterplot,FALSE,,,relationship (continuous X continuous),relationship strength and/or direction,RELATIONSHIP,,"alx.jointplot(df,x='happinessScore',y='lifeExpectancy')",,,jointplot_happinessScore_lifeExpectancy_3r2sh20eihappiness,visualization," alx.jointplot(df,x='happinessScore',y='lifeExpectancy')  "
