SID,PID,PNUM,Condition,Notebook,Timestamp,interaction_used,Data Type,Highlevel,Utterance Type,Final_Group,group,All representations,Flag Storytelling,Flag Correction,Flag Simultaneous Characterization,Utterance
356,7ACC0B75,P2,Static,Happiness,16:54,FALSE,distribution (categorical),VARIABLE,"distribution range [min, max]",Multi-view Chart,Multi-view Chart,"profile_all_columns7_7ACC0B75happiness, data_dictionary, ",,,,"life ladder. still don't know what this means. I mean, let's look at this okay, 0 to 10."
357,7ACC0B75,P2,Static,Happiness,17:39,FALSE,distribution (categorical),VARIABLE,"distribution shape [shape, skew, kurtosis]",profile,profile,"profile_all_columns7_7ACC0B75happiness, ",,,,"understandably but expectedly, It follows a normal distribution."
358,7ACC0B75,P2,Static,Happiness,18:00,FALSE,,VARIABLE,"distribution shape [shape, skew, kurtosis]",profile,profile,"profile_all_columns7_7ACC0B75happiness, ",,,,confidence is again normally distributed. 
359,7ACC0B75,P2,Static,Happiness,18:09,FALSE,,DATASET,variable metadata,Multi-view Chart,Multi-view Chart,"profile_all_columns7_7ACC0B75happiness, data_dictionary, ",,,,"perception of corruption, is one good? "
360,7ACC0B75,P2,Static,Happiness,20:44,FALSE,,ANALYSIS PROCESS,representation comment,profile,profile,"profile_all_columns7_7ACC0B75happiness, ",,,,I'm not sure if this visualization is showing me the blank values that are in there.
361,7ACC0B75,P2,Static,Happiness,21:00,FALSE,,DATASET,data size,none,none,,,,,how many rows are there? 2089
362,7ACC0B75,P2,Static,Happiness,21:25,FALSE,,DATASET,missing data,dataframe,dataframe,"group_by_country1_7ACC0B75happiness, ",,,,"and I think there are many countries. Okay, not all countries have the same number of rows which is super interesting. Looks like 16 is the maximum, because"
363,7ACC0B75,P2,Static,Happiness,25:55:00,FALSE,distribution  (continuous),VARIABLE,"distribution shape [shape, skew, kurtosis]",Multi-view Chart,Multi-view Chart,"profile_all_columns7_7ACC0B75happiness, data_dictionary, ",,,TRUE,"not suree if the dataset has incorrect values. I would go through the data dictionary verify if all values are correct (i.e., not out of bounds). [WRITTEN]"
364,7ACC0B75,P2,Static,Happiness,26:03:00,FALSE,distribution  (continuous),VARIABLE,distribution outlier (variable),profile,profile,"profile_all_columns7_7ACC0B75happiness, ",,,,"like this bar at the end in log Gdp per capita. Now, that would mean either that it's an outlier. Why is there a sudden drop after 10 to 11?"
365,7ACC0B75,P2,Static,Happiness,26:54:00,FALSE,distribution  (continuous),VARIABLE,distribution outlier (variable),profile,profile,"profile_all_columns7_7ACC0B75happiness, ",,,,Same goes for freedom to make life changes. [Why is there a sudden drop near 1?]
366,7ACC0B75,P2,Static,Happiness,27:07:00,FALSE,distribution  (continuous),VARIABLE,distribution outlier (variable),profile,profile,"profile_all_columns7_7ACC0B75happiness, ",,,,generosity is kind of opposite. [Why is there a sudden drop near 0?]
367,7ACC0B75,P2,Static,Happiness,33:10:00,FALSE,,ANALYSIS PROCESS,representation comment,dataframe,dataframe,"check_na3_7ACC0B75happiness, ",,,,"So I have a hypothesis I want to check. If the data set has nulls.Now based on this snapshot. I don't think it does, but that is like very stupid, because these 3 dots could mean anything."
368,7ACC0B75,P2,Interactive,Space,48:15:00,FALSE,,VARIABLE,"distribution range [min, max]",profile,profile,"profile_all_columns8_7ACC0B75space, ",,,,"5,000 unique passengers."
369,7ACC0B75,P2,Interactive,Space,48:20:00,FALSE,distribution (categorical),VARIABLE,"distribution range [min, max]",profile,profile,"profile_all_columns8_7ACC0B75space, ",,,,"Earth, Europa, Mars. I like this, a separate bar for nulls."
370,7ACC0B75,P2,Interactive,Space,48:32:00,TRUE,distribution  (continuous),VARIABLE,distribution outlier (variable),profile,profile,"profile_all_columns8_7ACC0B75space, ",,,,"Is there an outlier at 30,000? [referencing food court histogram]"
371,7ACC0B75,P2,Interactive,Space,49:32:00,FALSE,distribution  (continuous),VARIABLE,distribution outlier (variable),dataframe,dataframe,"FoodCourt_max1_7ACC0B75space, filter_FoodCourt_max1_7ACC0B75space, ",,,,"Okay, so that is this person. [referring to the maximum value of Food Court] "
372,7ACC0B75,P2,Interactive,Space,50:13:00,TRUE,,DATASET,missing data,profile,profile,"profile_all_columns8_7ACC0B75space, ",,,,I was trying to see if nulls are there only for specific categories. Like a null for home planet? Do they span for all true or false? 
373,7ACC0B75,P2,Interactive,Space,50:40:00,TRUE,distribution (categorical),VARIABLE,"distribution shape [shape, skew, kurtosis]",profile,profile,"profile_all_columns8_7ACC0B75space, ",,,,So more false than true [for Cryosleep] for Earth. 
374,7ACC0B75,P2,Interactive,Space,51:30:00,TRUE,distribution (categorical),VARIABLE,"distribution shape [shape, skew, kurtosis]",profile,profile,"profile_all_columns8_7ACC0B75space, ",,,,Earth was the highest homeplanet [Written]
375,7ACC0B75,P2,Interactive,Space,52:06:00,TRUE,distribution  (continuous),VARIABLE,"distribution shape [shape, skew, kurtosis]",profile,profile,"profile_all_columns8_7ACC0B75space, ",,,,"So it's not many normally distributed data, except for age, which I expect because young and oldâ--  everybody likes to travel."
376,7ACC0B75,P2,Interactive,Space,54:43:00,TRUE,"relationship (multivariate)
",RELATIONSHIP,relationship range constriction,scatterplot,scatterplot,"age_CryoSleep_ShoppingMall_vs_HomePlanet_composed1_7ACC0B75space, ",,,,There are no cryosleep null and home plan nulls when age is 0.
377,92ghd48xe,P4,Static,Happiness,15:01,FALSE,,DATASET,data provenance,dataframe,dataframe,"df_92ghd48xehappiness, ",,,TRUE,"Happiness, social support, freedom, generosity, corruption. I'm curious to see how they measure some of these."
378,92ghd48xe,P4,Static,Happiness,16:34,FALSE,,RELATIONSHIP,relationship existence / non-existence,data_dictionary,data_dictionary,"data_dictionary, ",,,,I'm curious to see year over year what happens. 
379,92ghd48xe,P4,Static,Happiness,16:44,FALSE,,ANALYSIS PROCESS,plan of action,info,info,"df_info_1_92ghd48xehappiness, ",,,,"well, my first thought is to divide it into contents, that might be a little bit more involved, because I have to get like a mapping of the continent for country, and we don't have time for that right now."
380,92ghd48xe,P4,Static,Happiness,19:52,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,lineplot,lineplot,"alx_lineplot_year_average_happinessscore_92ghd48xehappiness, ",,,,"Oh, that's very interesting. It plummeted and then went back up. "
381,92ghd48xe,P4,Static,Happiness,20:48,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,lineplot,lineplot,"alx_lineplot_year_average_happinessscore_92ghd48xehappiness, ",,,,Happiness has changed over time
382,92ghd48xe,P4,Static,Happiness,21:06,FALSE,distribution  (continuous),VARIABLE,"distribution range [min, max]",data_dictionary_describe,data_dictionary_describe,"df_describe_2_92ghd48xehappiness, data_dictionary, ",,,TRUE,for the daily quality i'm looking for any impossible values
383,92ghd48xe,P4,Static,Happiness,21:10,FALSE,distribution  (continuous),VARIABLE,"distribution range [min, max]",data_dictionary_describe,data_dictionary_describe,"df_describe_2_92ghd48xehappiness, data_dictionary, ",,,,I don't know what these happiness scoreâ--  0 to 10.
384,92ghd48xe,P4,Static,Happiness,21:18,FALSE,distribution  (continuous),VARIABLE,"distribution range [min, max]",data_dictionary_describe,data_dictionary_describe,"df_describe_2_92ghd48xehappiness, data_dictionary, ",,,,"So there's log GDP Per capital, that could be anything. "
385,92ghd48xe,P4,Static,Happiness,21:46,FALSE,distribution  (continuous),VARIABLE,"distribution range [min, max]",data_dictionary_describe,data_dictionary_describe,"df_describe_2_92ghd48xehappiness, data_dictionary, ",,,,"like if I see all 200 as a maximum life expectancy, i'll be very suspicious"
386,92ghd48xe,P4,Static,Happiness,21:56,FALSE,distribution  (continuous),VARIABLE,"distribution range [min, max]",data_dictionary_describe,data_dictionary_describe,"df_describe_2_92ghd48xehappiness, data_dictionary, ",,,,"freedom. Okay, they don't give me a but I'm assuming 0 to one"
387,92ghd48xe,P4,Static,Happiness,22:03,FALSE,distribution  (continuous),VARIABLE,"distribution range [min, max]",data_dictionary_describe,data_dictionary_describe,"df_describe_2_92ghd48xehappiness, data_dictionary, ",,,,generosity might be negative one to one
388,92ghd48xe,P4,Static,Happiness,22:15,FALSE,distribution  (continuous),VARIABLE,"distribution range [min, max]",data_dictionary_describe,data_dictionary_describe,"df_describe_2_92ghd48xehappiness, data_dictionary, ",,,,corruption. It seems like a 0 to one again
389,92ghd48xe,P4,Static,Happiness,22:21,FALSE,,ANALYSIS PROCESS,plan of action,describe,describe,"df_describe_2_92ghd48xehappiness, ",,,,"So it's hard for me to ascertain the full data quality, because  I don't have reference points for all of them."
390,92ghd48xe,P4,Static,Happiness,22:27,FALSE,distribution  (continuous),VARIABLE,"distribution range [min, max]",describe,describe,"df_describe_2_92ghd48xehappiness, ",,,TRUE,"based on what I see, none of them are, you know, I could already tell, based on the percentiles that a lot of them are don't have crazy distributions."
391,92ghd48xe,P4,Static,Happiness,22:38,FALSE,distribution  (continuous),VARIABLE,"distribution range [min, max]",describe,describe,"df_describe_2_92ghd48xehappiness, ",,TRUE,,"Except for maybe [hovering over negative affect describe column] well, let me take a look at that."
392,92ghd48xe,P4,Static,Happiness,22:50,FALSE,distribution  (continuous),VARIABLE,"distribution range [min, max]",profile,profile,"alx_profile_df_columns_92ghd48xehappiness, ",,,TRUE,Well I don't see any crazy outliers [ scrolls through data profile]
393,92ghd48xe,P4,Static,Happiness,24:30:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,info,info,"df_info_2_92ghd48xehappiness, ",,,,"I could do happiness score and corruption, the perception of corruption. I'll expect that to be have a negative correlation"
394,92ghd48xe,P4,Static,Happiness,24:50:00,FALSE,,DATASET,variable metadata,info,info,"df_info_2_92ghd48xehappiness, ",TRUE,,,"I believe that the corruption decided by the... Yeah, it's like a survey, so it's not. It's not a you know a it's not a hard metric of corruption. Some like measuring the number of corruption cases or somethingâ--  its people's perception"
395,92ghd48xe,P4,Static,Happiness,25:46:00,FALSE,,ANALYSIS PROCESS,representation comment,scatterplot,scatterplot,"alx_jointplot_happinessscore_corruption_1_92ghd48xehappiness, ",,,,It's a very busy scatter plot here.
396,92ghd48xe,P4,Static,Happiness,25:51:00,FALSE,,ANALYSIS PROCESS,representation comment,scatterplot,scatterplot,"alx_jointplot_happinessscore_corruption_1_92ghd48xehappiness, ",,,,Let's do corruption as the explanatory variable and happiness score as the other one. 
397,92ghd48xe,P4,Static,Happiness,26:19:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,scatterplot,scatterplot,"alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness, ",,,,"It's kind of hard to see, but I think there's a negative line there."
398,92ghd48xe,P4,Static,Happiness,26:27:00,FALSE,,ANALYSIS PROCESS,representation comment,scatterplot,scatterplot,"alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness, ",,,,I don't know how to draw that in your library. I usually draw a line of best fit. 
399,92ghd48xe,P4,Static,Happiness,26:48:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,scatterplot,scatterplot,"alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness, ",,,,"just like glancing it, it looks like what my my original, hypothesis is correct. As happiness goes down, the the perception of corruption goes up."
400,92ghd48xe,P4,Static,Happiness,28:04:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship form (linearity/non-linearity),scatterplot,scatterplot,"alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness, ",,,,"look at that, it's very linear."
401,92ghd48xe,P4,Static,Happiness,28:10:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,scatterplot,scatterplot,"alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness, ",,,,Okay. Money makes people happy.
402,92ghd48xe,P4,Static,Happiness,28:12:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,scatterplot,scatterplot,"alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness, ",,TRUE,,"Well, I'm kidding, I can't conclude that."
403,92ghd48xe,P4,Static,Happiness,28:58:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,scatterplot,scatterplot,"alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness, ",TRUE,,,"GDP and Happiness have a positive correlation, If they have cause-effect relationship, it's probably likely that people in rich countries have less stress therefore ""happier"" [written]"
404,92ghd48xe,P4,Interactive,Space,34:17:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,python,python,"df_corr_happinessscore_92ghd48xehappiness, ",,,,"Well, so we have strong positiveâ--  Oh, that's interestingâ--  social support."
405,92ghd48xe,P4,Interactive,Space,34:23:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,python,python,"df_corr_happinessscore_92ghd48xehappiness, ",TRUE,,,I'm assuming this is social programs.
406,92ghd48xe,P4,Interactive,Space,34:27:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,python,python,"df_corr_happinessscore_92ghd48xehappiness, ",,,,"high happiness and the life expectancy, high life, expectancy."
407,92ghd48xe,P4,Interactive,Space,34:36:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,python,python,"df_corr_happinessscore_92ghd48xehappiness, ",,,,Freedom is not as correlated as I thought with happiness score.
408,92ghd48xe,P4,Interactive,Space,35:30:00,FALSE,,DATASET,data provenance,python,python,"df_corr_happinessscore_92ghd48xehappiness, ",TRUE,,,"I'm suspicious if those people taking the survey in countries with low freedom had the ""freedom"" to speak honestly. [written]"
409,92ghd48xe,P4,Interactive,Space,36:15:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,python,python,"df_corr_happinessscore_92ghd48xehappiness, ",,,,Generous countries don't seem to be happier.[written] That's an interesting one.
410,92ghd48xe,P4,Interactive,Space,37:10:00,FALSE,distribution (categorical),VARIABLE,"distribution shape [shape, skew, kurtosis]",python,python,"df_country_unique_2_92ghd48xehappiness, ",,,,"let me just be real careful here with this one calculation. you know since sometimes, If a country has like a lowercase and an upper case, it counts them twice."
411,92ghd48xe,P4,Interactive,Space,1:00:42,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,dataframe,dataframe,"df_92ghd48xespace, ",,,,Cabin â--  Probably related to money.
412,92ghd48xe,P4,Interactive,Space,1:01:06,FALSE,,DATASET,variable metadata,dataframe,dataframe,"df_92ghd48xespace, ",,,,Survivedâ--  uh oh! People died in this thing?
413,92ghd48xe,P4,Interactive,Space,1:01:49,FALSE,,DATASET,variable metadata,data_dictionary,data_dictionary,"data_dictionary, ",,,,"Oh, I see money is all over this [hovering over the money variables]"
414,92ghd48xe,P4,Interactive,Space,1:02:16,FALSE,relationship (categorical X categorical),RELATIONSHIP,relationship strength and/or direction,dataframe,dataframe,"df_92ghd48xespace, ",TRUE,,,Maybe they are space racists. We'll see if the home planet had any effect on survival.
415,92ghd48xe,P4,Interactive,Space,1:03:12,FALSE,,ANALYSIS PROCESS,representation comment,python,python,"homeplanet_group_count_survived_92ghd48xespace, ",,,,Well that doesn't tell me anything without a total count
416,92ghd48xe,P4,Interactive,Space,1:06:25,FALSE,relationship (categorical X categorical),RELATIONSHIP,relationship strength and/or direction,python,python,"filter_homeplanet_survived_false_homeplanet_value_counts_92ghd48xespace, filter_homeplanet_survived_true_homeplanet_value_counts_92ghd48xespace, ",,,,Earth had a higher survival rate. so. Maybe the Earthlings we're giving preference.
417,92ghd48xe,P4,Interactive,Space,1:08:19,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,python,python,"survived_describe_92ghd48xespace, no_survive_describe_92ghd48xespace, ",,,,"Yeah. i'm looking at who survived, and who didn't survive, and how much he spent in different places. So, just off the top of my head, I see that the survivors spent more on on room service, which is a sign of status to some degree."
418,92ghd48xe,P4,Interactive,Space,1:08:35,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,python,python,"survived_describe_92ghd48xespace, no_survive_describe_92ghd48xespace, ",TRUE,,,"Food court spend was higher for the no survive. which probably tells me that there were maybe restaurants here, and the people with less money, went to the food court instead. "
419,92ghd48xe,P4,Interactive,Space,1:08:52,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,python,python,"survived_describe_92ghd48xespace, no_survive_describe_92ghd48xespace, ",,,,shopping mall â--  about even there
420,92ghd48xe,P4,Interactive,Space,1:11:03,FALSE,,ANALYSIS PROCESS,representation comment,barplot,barplot,"alx_countplot_survived_92ghd48xespace, ",,TRUE,,I messed it up. maybe I want the whole dataset. 
421,92ghd48xe,P4,Interactive,Space,1:11:20,FALSE,,DATASET,variable metadata,data_dictionary,data_dictionary,"survived_describe_92ghd48xespace, no_survive_describe_92ghd48xespace, data_dictionary, ",,,,What is spa? Spa is .... Ah it's another money
422,92ghd48xe,P4,Interactive,Space,1:11:44,FALSE,,ANALYSIS PROCESS,plan of action,python,python,"survived_describe_92ghd48xespace, no_survive_describe_92ghd48xespace, ",,,,What do I want?
423,92ghd48xe,P4,Interactive,Space,1:18:10,FALSE,,ANALYSIS PROCESS,representation comment,barplot,barplot,"alx_barplot_df_survived_average_roomservice_2_92ghd48xespace, ",,,,Oh that's very helpful
424,92ghd48xe,P4,Interactive,Space,1:19:03,FALSE,relationship (categorical X categorical),RELATIONSHIP,relationship strength and/or direction,barplot,barplot,"alx_barplot_df_homeplanet_average_foodcourt_92ghd48xespace, ",,,,Oh europa! [commenting on the fact that food court average is highest for europa]
425,92ghd48xe,P4,Interactive,Space,1:19:07,FALSE,relationship (categorical X categorical),RELATIONSHIP,relationship strength and/or direction,barplot,barplot,"alx_barplot_df_homeplanet_average_foodcourt_92ghd48xespace, ",,,,Earth doesn't like to spend full for some reason.
426,92ghd48xe,P4,Interactive,Space,1:19:25,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,none,none,,,,,"I'm using room services, a proxy for having money."
427,92ghd48xe,P4,Interactive,Space,1:19:33,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,barplot,barplot,"alx_barplot_df_homeplanet_average_roomservice_92ghd48xespace, ",,,," Okay, Mars likes room service."
428,92ghd48xe,P4,Interactive,Space,1:20:30,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,python,python,"survived_describe_roomservice_foodcourt_shoppingmall_92ghd48xespace, no_survive_describe_92ghd48xespace, ",,,,So room service is giving me mixed signals here. I'm Kind of confused by it because I thought it would be like a proxy for wealth in here. But it doesn't seem.
429,92ghd48xe,P4,Interactive,Space,1:23:14,FALSE,"relationship (multivariate)
",RELATIONSHIP,relationship strength and/or direction,python,python,"sum_groupby_homeplanet_92ghd48xespace, ",,,,"Europa seems to be the rich ones, but they didn't survive more than Earth did"
430,92ghd48xe,P4,Interactive,Space,1:23:29,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,python,python,"sum_groupby_homeplanet_92ghd48xespace, survived_describe_92ghd48xespace, no_survive_describe_92ghd48xespace, ",,,,So I think my initial assumption of wealth being an indicator of survivor is a little shaky.
431,92ghd48xe,P4,Interactive,Space,1:25:55,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,none,none,,,,,Planet earth citizens were more likely to have been saved than other planets. [written]
432,E1D39056,P1,Static,Space,10:22,FALSE,,DATASET,variable metadata,columns_data_dictionary,columns_data_dictionary,"df_columns_E1D39056space, data_dictionary, ",,,,"transported is like rescued, right?"
433,E1D39056,P1,Static,Space,17:03,FALSE,relationship (categorical X categorical),RELATIONSHIP,relationship strength and/or direction,python,python,"VIP_transported_cov_filled_E1D39056space, ",,,,"So like looking at the off diagonals, it doesn't seem that VIPs were like overly targeted for being rescued."
434,E1D39056,P1,Static,Space,19:29,FALSE,relationship (categorical X categorical),RELATIONSHIP,relationship existence / non-existence,dataframe,dataframe,"homePlanet_transported_crosstab_E1D39056space, ",,,,Nothing major pops out there.
435,E1D39056,P1,Static,Space,19:34,FALSE,,DATASET,missing data,profile,profile,"alx_profile_not_transported_E1D39056space, ",,,,Okay? So one thing I am seeing like a lot of these categorical values is that like it's like a non-trivial amount of mount null values.
436,E1D39056,P1,Static,Space,21:15,FALSE,,ANALYSIS PROCESS,representation comment,profile,profile,"alx_profile_not_transported_E1D39056space, ",,,,nulls showing up automatically in one of these histogram values is helpful.
437,E1D39056,P1,Static,Space,22:06,FALSE,relationship (categorical X categorical),RELATIONSHIP,relationship strength and/or direction,dataframe,dataframe,"cryoSleep_transported_crosstab_E1D39056space, ",,,,looks like most of the the passengers in cryosleep made it out.
438,E1D39056,P1,Static,Space,22:49,FALSE,,ANALYSIS PROCESS,representation comment,profile,profile,"alx_profile_not_transported_E1D39056space, ",,,,"I'm just like looking at like this visualization in cell 19, and look at the list I put in here."
439,E1D39056,P1,Static,Space,26:07:00,FALSE,relationship (categorical X continuous),RELATIONSHIP,relationship strength and/or direction,dataframe,dataframe,"spent_any_transported_crosstab_E1D39056space, ",,,,"if there was like some unfairness based on like how much of the past we've spent like the the fact that if they spent any, that they would be rescued more."
440,E1D39056,P1,Static,Space,30:11:00,FALSE,relationship (categorical X categorical),RELATIONSHIP,relationship strength and/or direction,hist,hist,"S_P_transported_hist_repeat_E1D39056space, ",,,,so just like looking at like starboard versus Port doesn't look like there's any main difference in kind of like the the ratio of or any significant difference between the ratio like rescued versus non rescued
441,E1D39056,P1,Interactive,Happiness,45:35:00,FALSE,,ANALYSIS PROCESS,plan of action,profile,profile,"profile_df_E1D39056happiness, ",,,,"I'm just trying to see, like if there is a quick way to figure out like the percentage of each column that's null."
442,E1D39056,P1,Interactive,Happiness,46:21:00,FALSE,,ANALYSIS PROCESS,representation comment,profile,profile,"profile_df_any_na_E1D39056happiness, ",,,,So it like from this profile I would assume that there's like one country name that is is null.
443,E1D39056,P1,Interactive,Happiness,49:57:00,FALSE,,ANALYSIS PROCESS,plan of action,none,none,,,,,"I'm going to look at obvious things to to see that, like weren't or in the tutorial."
444,E1D39056,P1,Interactive,Happiness,50:26:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,scatterplot,scatterplot,"gov_confidence_corruption_jointplot_E1D39056happiness, ",,,,"per perceptions of corruption and like confidence in in the government, or like we There's like a weaker  relationship between those  than I expected."
445,E1D39056,P1,Interactive,Happiness,52:48:00,TRUE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,scatterplot,scatterplot,"tooltip_positive_support_jointplot_E1D39056happiness, ",,,,"Okay, that makes sense. [looking at the scatterplot trending positive correlation for Positive Affect and Social Support]"
446,E1D39056,P1,Interactive,Happiness,53:00:00,TRUE,relationship (continuous X continuous),RELATIONSHIP,relationship cluster(s)/subgroup/ unexpected,scatterplot,scatterplot,"tooltip_positive_negative_jointplot_E1D39056happiness, ",,,,that's kind of interesting. I would expect those to like cluster differently
447,E1D39056,P1,Interactive,Happiness,55:31:00,FALSE,,ANALYSIS PROCESS,representation comment,pairplot,pairplot,"pairplot_df_E1D39056happiness, ",,,,i'm just gonna move the positive effect column into the beginning. So it's easier to like Look at what's going on.
448,E1D39056,P1,Interactive,Happiness,57:59:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship strength and/or direction,pairplot,pairplot,"pairplot_df_E1D39056happiness, ",,,,like reducing perceptions of corruption increases positive effect.
449,E1D39056,P1,Interactive,Happiness,58:08:00,FALSE,relationship (continuous X continuous),RELATIONSHIP,relationship form (linearity/non-linearity),pairplot,pairplot,"pairplot_df_E1D39056happiness, ",,,,"confidence in national governments, just seems to be all over the place in terms of its effect on positive affect"
450,E1D39056,P1,Interactive,Happiness,59:06:00,TRUE,,ANALYSIS PROCESS,representation comment,pairplot,pairplot,"subset_columns_assignment_yearfilter_pairplot_E1D39056happiness, ",,,,"I was just saying it's like pretty performance, so like it reacts pretty performantâ--  on the browser side like it reacts like real time"
451,E1D39056,P1,Interactive,Happiness,59:46:00,TRUE,"relationship (multivariate)
",RELATIONSHIP,relationship strength and/or direction,pairplot,pairplot,"subset_columns_assignment_yearfilter_pairplot_E1D39056happiness, ",,,,it looks like there's like some of these relationships sharpen so like perceptions of corruptionâ--  like you can see it going from  like relatively unclustered to like us like a a sharper linear relationship between lower perceptions of corruption being related to higher effect.
452,E1D39056,P1,Interactive,Happiness,1:00:28,TRUE,,ANALYSIS PROCESS,representation comment,pairplot,pairplot,"subset_columns_assignment_yearfilter_pairplot_E1D39056happiness, ",,,,Can I move the filter far to the top of the the plot by any chance?
453,E1D39056,P1,Interactive,Happiness,1:11:00,TRUE,"relationship (multivariate)
",RELATIONSHIP,relationship strength and/or direction,pairplot,pairplot,"subset_columns_assignment_yearfilter_pairplot_E1D39056happiness, ",,,,"confidence in national governments, had no effect overall or at specific time periods [written]"
454,E1D39056,P1,Interactive,Happiness,1:11:40,TRUE,"relationship (multivariate)
",RELATIONSHIP,relationship strength and/or direction,pairplot,pairplot,"subset_columns_assignment_yearfilter_pairplot_E1D39056happiness, ",,,,social support and lide ladder are consistent over time [written]
455,8v892iige,P11,Static,Space,31:26:00,FALSE,,ANALYSIS PROCESS,representation comment,dataframe,dataframe,"load_data_and_head_8v892iigespace, ",,,,"so we just have, you know, like a good overview of the data set here."
456,8v892iige,P11,Static,Space,31:45:00,FALSE,,DATASET,variable metadata,dataframe,dataframe,"load_data_and_head_8v892iigespace, ",,,TRUE,"So we have the passenger id, the home planet, Cryosleep, whether it is false or True, and then Cabin, Destination, Age, vip, Room service, food court, shopping mall, SPA, VR deck, the name, and then whether they survive or not."
457,8v892iige,P11,Static,Space,32:54:00,FALSE,,DATASET,missing data,dataframe,dataframe,"load_data_and_head_8v892iigespace, ",,,,"So in general, you know, if the research question is about data quality. I think you know, we would need to see whether you know the data looks sound. So one thing you know to see is, you know, like, if all of them are populated correctly."
458,8v892iige,P11,Static,Space,33:12:00,FALSE,,ANALYSIS PROCESS,plan of action,dataframe,dataframe,"load_data_and_head_8v892iigespace, ",,,,"so basically, like, for example, in home planet here, right? Of course, we cannot say for the whole thing, so my strategy will be like going through each of the variable here. do the summary statistic."
459,8v892iige,P11,Static,Space,33:35:00,FALSE,,DATASET,missing data,dataframe,dataframe,"load_data_and_head_8v892iigespace, ",,,,"we can see right away, you know, for the Vip and the room service. There's a lot of NA, maybe."
460,8v892iige,P11,Static,Space,33:42:00,FALSE,,DATASET,missing data,dataframe,dataframe,"load_data_and_head_8v892iigespace, ",,,,"like how many missing values that these variable in particular, and in general, the whole data has. So that is one thing that we need to check."
461,8v892iige,P11,Static,Space,34:02:00,FALSE,,DATASET,data provenance,dataframe,dataframe,"load_data_and_head_8v892iigespace, ",TRUE,,,"So this is the first time that I see this data. So I have no idea about this data. So I'm also curious about you know, what are these people? are they entered correctly."
462,8v892iige,P11,Static,Space,34:18:00,FALSE,,RELATIONSHIP,relationship strength and/or direction,dataframe,dataframe,"load_data_and_head_8v892iigespace, ",TRUE,,,"So it seems like, you know, they going to a different planet, and then whether they survive and come back to Earth."
463,8v892iige,P11,Static,Space,34:37:00,FALSE,,RELATIONSHIP,relationship range constriction,dataframe,dataframe,"load_data_and_head_8v892iigespace, ",,,,"you notice that you know the first person named Wales their age is 0. So I don't know if this is a newborn or This is like a real assignment. So if it is an adult, the age 0 would be like a incorrect data."
464,8v892iige,P11,Static,Space,35:48:00,FALSE,,DATASET,missing data,describe,describe,"df_describe_transpose_8v892iigespace, ",,,,"Fantastic, so we can see all of the variables, and then we can see how much, you know, they are missing."
465,8v892iige,P11,Static,Space,36:05:00,FALSE,,DATASET,data size,describe,describe,"df_describe_transpose_8v892iigespace, ",,,,"So, for example, this looks like,  there's 5,000 observations, but each is 4,900 [referring to count column of df.describe().T], so there's a hundred missing."
